user_id,email_address,gender,date_of_birth,age,phone_number,address_id,city,state_province,postal_code,country,account_status,is_active,account_created_at,last_login_date,last_purchase_date,total_purchases,lifetime_value,loyalty_points
2134,harris.viktor@yahoo.com,Female,1960-10-19,65,+19497331445,3465.0,Madison,WI,65507,US,Active,True,2015-12-18T02:04:00Z,2025-09-19T21:58:29Z,2024-11-19,40,15964.55,21204
2135,stephanie499@gmail.com,Male,1990-09-18,35,+16043172068,3466.0,Montreal,QC,G6H 8B6,CA,Active,True,2017-05-24T03:11:12Z,2025-12-08T15:43:16Z,2023-04-22,82,26371.53,36800
2136,melissa.ramirez@yahoo.com,Male,1975-01-28,50,+12132498954,3468.0,Madison,RI,61596,US,Active,True,2018-05-02T00:09:12Z,2025-12-17T12:01:34Z,2019-12-18,21,965.61,1124
2137,jeffrey.hall59@icloud.com,Male,1991-06-23,34,+17863503174,3471.0,Clinton,NE,87131,US,Inactive,False,2016-05-13T20:47:24Z,2016-11-02T18:15:29Z,,0,0.0,10
2138,nguyen.kimberly@aol.com,Female,1962-08-08,63,+18052326366,3473.0,Cleveland,OH,95089,US,Active,True,2019-04-08T02:26:53Z,2025-12-04T16:47:29Z,2019-11-25,13,2632.13,3831
2139,martinez.ashley@protonmail.com,Female,1992-08-30,33,+12123415703,3476.0,Bristol,ME,53000,US,Closed,False,2025-06-07T15:06:45Z,2025-10-06T13:11:11Z,2025-06-27,8,1965.25,1945
2140,jessicayamamoto@fastmail.com,Female,1948-06-01,77,+18588777609,3478.0,Chester,IN,13792,US,Active,True,2015-10-10T15:38:11Z,2025-01-30T22:23:45Z,2023-03-05,60,7063.02,8747
2141,singh.kenneth@aol.com,Prefer not to say,1986-02-24,39,+17183349118,3479.0,Aurora,IL,47334,US,Active,True,2021-05-29T08:03:25Z,2025-10-18T22:39:39Z,2023-08-05,44,8909.14,9056
2142,olga.nelson@hotmail.com,Other,1964-03-05,61,+14155521927,3480.0,Franklin,IN,10784,US,Active,True,2025-09-28T16:26:39Z,2025-12-01T03:16:40Z,2025-10-04,3,263.65,254
2143,sofiahall@yahoo.com,Male,1953-08-31,72,+14168593926,3481.0,Richmond,BC,V7N 8M1,CA,Active,True,2019-08-20T04:52:10Z,2025-04-08T23:37:42Z,2020-01-09,71,11476.44,9437
2144,michael_yamamoto@icloud.com,Male,1951-07-21,74,+17865787304,3483.0,Toledo,OH,99735,US,Active,True,2015-07-20T12:07:36Z,2025-09-30T13:40:26Z,2017-02-19,80,23953.34,21642
2145,richard.torres98@hotmail.com,Female,1977-12-10,48,+18189342481,3484.0,Madison,AK,34716,US,Inactive,False,2025-08-06T11:15:18Z,2025-08-16T16:55:12Z,2025-09-02,4,802.25,879
2146,priya_allen@yahoo.com,Male,1973-01-05,52,+18588995154,3485.0,Clinton,UT,88990,US,Inactive,False,2023-08-08T16:29:02Z,2024-11-17T11:34:44Z,,0,0.0,89
2147,mei.tanaka95@gmail.com,Female,1961-08-14,64,+19175350779,3487.0,Riverside,MS,46669,US,Inactive,False,2017-02-18T09:13:50Z,2020-03-10T11:21:39Z,,0,0.0,81
2148,garcia.sofia@protonmail.com,Female,1991-06-12,34,+17862984628,3489.0,Clinton,DE,76142,US,Active,True,2015-07-26T18:35:34Z,2025-06-07T06:12:07Z,2017-11-17,78,2995.52,3100
2149,susan.nguyen@gmail.com,Female,1974-08-24,51,+19179700221,3490.0,Bristol,LA,78429,US,Active,True,2016-11-04T00:49:22Z,2025-03-31T09:19:08Z,2025-03-16,1,170.8,145
2150,ronald.kim@icloud.com,Female,1941-03-13,84,+18055636292,3493.0,Riverside,MO,98782,US,Closed,False,2017-09-22T02:31:42Z,2019-05-27T06:23:48Z,2020-11-06,78,25135.76,23102
2151,carol.nelson64@yandex.com,Female,1958-11-23,67,+12014116546,3494.0,Bristol,DE,50579,US,Active,True,2022-01-13T15:55:07Z,2025-12-01T22:16:47Z,2024-10-25,35,6001.52,7445
2152,mariawilliams@hotmail.com,Female,1978-10-15,47,+17866017934,3495.0,Salem,SD,52685,US,Closed,False,2020-10-20T23:36:39Z,2021-02-25T01:28:16Z,,0,0.0,0
2153,carol_kim@outlook.com,Female,1999-06-06,26,+16174009902,3497.0,Charlotte,NC,22083,US,Active,True,2016-10-18T09:50:43Z,2025-07-05T03:17:50Z,2020-02-04,118,19864.08,16079
2154,green.ronald@outlook.com,Female,1955-11-29,70,+12123319750,3498.0,Springfield,AR,37473,US,Active,True,2017-07-07T03:01:51Z,2025-11-10T09:00:48Z,2022-11-04,17,806.11,1103
2155,andrew.brown95@fastmail.com,Male,2005-09-07,20,+16173113941,3501.0,Henderson,NV,87515,US,Active,True,2019-08-01T19:09:37Z,2025-09-19T01:39:47Z,2022-02-24,75,11272.11,12203
2156,mohammed.scott53@yahoo.com,Male,1991-06-26,34,+19178539079,,,,,,Pending,False,2019-03-12T14:04:01Z,,,0,0.0,0
2157,stephanie.ivanov74@yahoo.com,Prefer not to say,1942-09-25,83,+18053429214,3502.0,Chandler,AZ,31238,US,Active,True,2019-02-22T21:07:33Z,2025-12-25T17:04:01Z,2019-06-20,29,6105.21,7734
2158,viktordavis@yandex.com,Female,1990-04-20,35,+14162150903,3503.0,Salem,NB,G3J 9H7,CA,Inactive,False,2023-06-08T04:48:06Z,2024-02-03T11:05:14Z,,0,0.0,0
2159,aisha374@icloud.com,Female,1956-02-02,69,+16178144307,3504.0,Fort Lauderdale,FL,80696,US,Blocked,False,2019-12-09T15:21:33Z,2025-08-23T07:49:40Z,2022-02-28,89,11213.11,11029
2160,donna758@aol.com,Male,1951-11-17,74,+12012015252,3505.0,Georgetown,KS,39365,US,Inactive,False,2025-03-03T00:30:21Z,2025-11-03T18:35:01Z,2025-11-01,3,522.54,440
2161,carter.chen@hotmail.com,Female,1961-07-21,64,+18185969852,3506.0,Chester,AR,23336,US,Active,True,2021-02-22T11:06:24Z,2025-05-17T17:56:31Z,2022-03-25,74,12953.82,13063
2162,mark.brown@icloud.com,Female,1978-06-05,47,+16138664049,3507.0,London,ON,G6V 9P4,CA,Active,True,2016-02-23T21:15:35Z,2025-12-23T23:00:58Z,2024-12-24,67,14333.2,18455
2163,ana.nguyen@hotmail.com,Female,1958-10-03,67,+17806051599,3510.0,Ottawa,ON,C5B 2T1,CA,Active,True,2024-09-17T08:31:52Z,2025-08-11T00:11:41Z,2025-06-05,19,2662.12,3909
2164,cbaker@gmail.com,Male,1964-01-29,61,+15125156683,3512.0,Riverside,KY,95172,US,Active,True,2025-09-12T03:45:51Z,2025-09-20T21:05:14Z,2025-10-07,4,285.31,352
2165,sandra.roberts59@outlook.com,Female,1971-12-07,54,+17869331540,,,,,,Pending,False,2021-05-16T09:16:23Z,,,0,0.0,0
2166,robert.smith28@icloud.com,Male,1964-10-15,61,+12017600711,3513.0,Franklin,NM,47601,US,Active,True,2022-09-08T02:49:07Z,2025-07-16T07:27:43Z,2024-02-02,19,2313.19,2005
2167,charleskumar@yandex.com,Male,1951-01-17,74,+12016237387,3514.0,Fairview,NE,67920,US,Active,True,2022-01-04T05:38:35Z,2025-10-05T02:15:23Z,2023-07-21,31,6667.13,5847
2168,richard208@icloud.com,Other,1997-03-25,28,+18587319000,3515.0,Chester,SD,42503,US,Blocked,False,2020-07-03T05:09:58Z,2021-05-05T22:24:59Z,2021-04-25,54,19057.4,26980
2169,slewis@yandex.com,Male,1950-10-22,75,+12014814251,3517.0,Mesa,AZ,46890,US,Inactive,False,2025-02-20T02:20:57Z,2025-04-26T09:18:43Z,2025-11-29,8,1315.53,1156
2170,wschmidt@outlook.com,Female,1974-08-02,51,+14162061952,3519.0,Madison,NT,V9E 4K9,CA,Active,True,2020-11-26T00:36:27Z,2025-02-12T13:51:27Z,2021-03-12,52,14194.68,17873
2171,linda.chen@fastmail.com,Other,1994-11-15,31,+12124893309,3522.0,Georgetown,OR,62684,US,Active,True,2017-07-04T08:52:45Z,2025-10-23T07:03:49Z,2021-01-28,76,15920.18,13710
2172,melissa_walker@aol.com,Male,1951-03-14,74,+17784066408,3523.0,Springfield,NL,H1H 2B2,CA,Active,True,2025-02-23T18:16:43Z,2025-11-01T09:15:38Z,2025-07-19,13,4130.79,5188
2173,daniel504@protonmail.com,Other,1955-11-19,70,+17803654198,3524.0,Salem,NT,P5A 9B0,CA,Active,True,2025-07-24T10:46:11Z,2025-12-01T09:51:58Z,2025-11-02,6,2138.41,2583
2174,jennifersmith@gmail.com,Other,1965-11-15,60,+17865324472,3525.0,Cambridge,MA,55023,US,Closed,False,2025-06-03T16:49:05Z,2025-08-05T06:32:53Z,,0,0.0,0
2175,ahall@aol.com,Male,1957-01-12,68,+19495049003,3527.0,San Jose,CA,98699,US,Active,True,2019-10-06T09:58:34Z,2025-03-08T06:28:46Z,,0,0.0,23
2176,sharon.hall@aol.com,Female,2000-01-09,25,+12135187594,3528.0,Fairview,AR,44789,US,Active,True,2015-04-20T22:35:07Z,2025-09-30T10:31:14Z,2021-02-17,22,6005.66,7270
2177,chen.jackson@fastmail.com,Male,1954-12-19,71,+14045505493,3530.0,Bristol,SD,90083,US,Closed,False,2019-10-11T08:03:16Z,2020-01-03T22:40:51Z,2020-11-06,107,37791.02,55976
2178,joseph480@fastmail.com,Female,1968-01-14,57,+13123281361,3531.0,Georgetown,WI,55432,US,Inactive,False,2020-08-17T14:06:12Z,2022-05-11T10:08:56Z,2024-04-20,25,6389.86,7521
2179,viktor.scott@zoho.com,Female,1993-04-18,32,+19176011829,3532.0,Springfield,MD,87530,US,Active,True,2025-10-03T22:55:03Z,2025-11-12T13:47:19Z,2025-10-25,4,734.45,1061
2180,ryan.martinez@hotmail.com,Prefer not to say,1971-07-22,54,+18057843190,3533.0,Sacramento,CA,72616,US,Closed,False,2022-12-16T12:11:20Z,2025-04-22T14:30:45Z,2024-01-22,34,5805.91,8178
2181,jennifer.garcia@yandex.com,Male,2001-04-09,24,+15122049955,3534.0,Salem,MT,75849,US,Inactive,False,2018-05-18T23:37:40Z,2025-02-20T19:57:35Z,2020-02-10,63,2163.88,3173
2182,christopher.nguyen@outlook.com,Other,1989-11-10,36,+19728396233,,,,,,Pending,False,2023-12-02T15:52:58Z,,,0,0.0,0
2183,michael113@icloud.com,Male,1951-08-10,74,+13054195101,3537.0,Bristol,MS,52236,US,Inactive,False,2017-08-07T18:51:12Z,2023-05-09T05:53:07Z,2021-03-17,146,18626.08,18840
2184,brian_patel@yahoo.com,Other,1975-03-04,50,+13059351905,3538.0,Chandler,AZ,19141,US,Active,True,2016-01-28T06:29:05Z,2025-06-05T15:30:20Z,2023-10-26,69,15088.94,14161
2185,barbara_torres@protonmail.com,Female,1941-07-16,84,+17184788101,3539.0,Los Angeles,CA,15241,US,Blocked,False,2016-04-27T01:16:28Z,2020-05-29T17:08:51Z,2023-09-22,80,23619.0,32445
2186,timothy_young@yahoo.com,Male,1973-09-06,52,+17186213439,3542.0,Clinton,DE,23473,US,Active,True,2020-01-19T23:44:01Z,2025-08-11T05:12:35Z,2022-02-23,57,17466.27,25039
2187,singh.andrew@icloud.com,Male,1962-07-28,63,+18052695922,3544.0,Fairview,ME,64136,US,Active,True,2025-10-25T09:34:48Z,2025-12-02T06:47:13Z,2025-11-28,5,993.63,1136
2188,wclark@outlook.com,Female,1974-01-10,51,+19177088747,3546.0,Fairview,OR,20409,US,Active,True,2022-09-09T15:11:58Z,2025-02-17T09:10:20Z,,0,0.0,84
2189,mariaali@aol.com,Male,1978-04-23,47,+16137887817,3547.0,Salem,NU,P6B 6S0,CA,Active,True,2016-01-04T04:11:00Z,2025-05-21T17:56:28Z,2019-10-27,83,10578.92,8568
2190,jessicagreen@protonmail.com,Female,1980-11-02,45,+18186200255,3549.0,Bristol,DE,66893,US,Pending,False,2020-02-28T03:54:04Z,,,0,0.0,0
2191,jacob_liu@protonmail.com,Female,2000-05-30,25,+19494131992,3550.0,Salem,KS,70473,US,Active,True,2019-01-26T07:42:32Z,2025-03-14T17:54:04Z,2024-04-02,49,11837.29,9644
2192,edwardnguyen@fastmail.com,Female,2006-02-19,19,+12015376258,3552.0,Clinton,IN,62710,US,Active,True,2020-02-20T14:20:30Z,2025-04-10T23:04:32Z,2021-10-25,94,12987.77,10899
2193,vlopez@gmail.com,Male,1997-09-03,28,+12015363021,3553.0,Franklin,UT,33697,US,Active,True,2021-02-20T14:09:13Z,2025-12-14T05:06:31Z,2021-05-28,85,20289.03,26000
2194,laura_torres@fastmail.com,Male,1964-11-11,61,+17863020919,3554.0,Georgetown,IA,40280,US,Closed,False,2015-12-17T11:29:16Z,2022-01-05T12:01:40Z,2022-12-21,22,3059.3,4061
2195,ashley_anderson@hotmail.com,Prefer not to say,1945-09-05,80,+19727353894,3555.0,Madison,NM,85312,US,Active,True,2024-03-27T14:52:36Z,2024-12-28T03:16:08Z,2025-04-03,10,2601.27,3330
2196,lindabrown@gmail.com,Male,2001-04-25,24,+18058485553,3556.0,Riverside,ME,17164,US,Active,True,2016-09-27T14:47:24Z,2025-02-12T02:25:08Z,,0,0.0,0
2197,joshuawhite@aol.com,Male,1979-05-13,46,+17806345478,3557.0,Chester,NL,V6M 9H9,CA,Closed,False,2015-04-21T11:13:44Z,2022-10-29T09:50:10Z,,0,0.0,0
2198,donna_brown@yandex.com,Male,1970-10-01,55,+14154873930,3559.0,Buffalo,NY,22459,US,Active,True,2016-07-28T22:46:51Z,2025-07-11T20:50:04Z,2019-07-17,13,3618.44,5088
2199,mgreen@icloud.com,Male,1982-12-03,43,+17787456710,3562.0,Springfield,NS,G3S 7P2,CA,Active,True,2022-04-25T19:44:19Z,2025-08-26T09:05:39Z,2023-05-29,32,2638.72,2960
2200,yuki.martin@zoho.com,Female,1955-10-28,70,+15039829312,3565.0,Bristol,TN,80641,US,Active,True,2019-06-16T09:33:17Z,2025-01-05T00:18:05Z,2022-06-30,9,1294.52,1444
2201,kevinharris@outlook.com,Male,1982-07-16,43,+13059964468,3567.0,Bristol,MS,67063,US,Inactive,False,2019-01-04T02:18:52Z,2023-07-17T21:42:09Z,2020-08-13,64,11029.03,10338
2202,aishawalker@fastmail.com,Male,1987-02-13,38,+12139667326,3568.0,Georgetown,MT,23371,US,Active,True,2019-07-20T08:11:31Z,2025-11-21T04:32:23Z,2022-04-03,109,2744.95,3358
2203,campbell.maria@gmail.com,Male,1968-10-26,57,+18059265622,3569.0,Buffalo,NY,14352,US,Active,True,2019-02-28T14:46:06Z,2025-04-14T01:56:31Z,2019-08-11,35,13659.05,15131
2204,nelson.john@fastmail.com,Male,1948-03-31,77,+14043739048,3570.0,Chicago,IL,31295,US,Closed,False,2016-11-15T02:48:02Z,2019-05-24T06:08:22Z,2019-07-30,49,1963.03,2625
2205,elizabeth.green@hotmail.com,Female,1999-10-08,26,+18056902323,3572.0,Fairview,KS,23595,US,Active,True,2025-06-24T07:33:23Z,2025-06-26T13:06:49Z,2025-07-28,5,215.56,276
2206,kenneth.roberts@icloud.com,Male,1993-01-21,32,+17184385433,3573.0,Chester,WI,81590,US,Active,True,2017-05-21T21:04:52Z,2025-09-23T18:17:49Z,2022-10-20,130,22425.67,28134
2207,cclark@yandex.com,Male,1986-01-13,39,+14043004158,3575.0,Clinton,MD,18414,US,Active,True,2023-07-30T12:35:13Z,2025-07-16T15:25:22Z,2025-10-15,42,4808.66,6129
2208,mariamartin@aol.com,Female,1984-03-13,41,+17188055639,3576.0,Bristol,NE,54340,US,Blocked,False,2019-05-31T05:21:36Z,2023-12-25T11:18:42Z,2022-08-04,24,2588.32,2514
2209,joshua.carter@aol.com,Male,2005-09-23,20,+13054665875,3577.0,Franklin,OK,17801,US,Pending,False,2020-11-15T15:57:15Z,,,0,0.0,0
2210,stephanie.green54@protonmail.com,Male,1988-08-20,37,+17025528615,3578.0,San Diego,CA,57679,US,Active,True,2022-12-14T12:37:02Z,2025-01-06T00:58:12Z,2025-11-23,11,317.84,551
2211,scott.amanda@protonmail.com,Male,1949-05-12,76,+12125928422,3579.0,Springfield,WY,19945,US,Active,True,2018-08-25T17:37:38Z,2025-04-03T00:20:46Z,2021-01-02,42,8847.77,10402
2212,kcarter@aol.com,Male,1957-10-20,68,+19727191628,3582.0,Franklin,AR,88630,US,Blocked,False,2020-04-26T13:32:34Z,2021-09-15T00:33:23Z,,0,0.0,0
2213,robertbaker@fastmail.com,Female,1950-07-21,75,+14158074132,3583.0,Franklin,AK,74171,US,Active,True,2018-09-23T01:54:51Z,2025-09-17T02:31:41Z,2020-08-10,61,11992.27,14074
2214,dyamamoto@yahoo.com,Other,1964-08-02,61,+19176135956,3585.0,Rockford,IL,60539,US,Inactive,False,2015-07-31T13:45:47Z,2015-12-09T02:14:40Z,,0,0.0,5
2215,jacob764@yandex.com,Male,1944-09-06,81,+13058649806,3586.0,Fairview,VA,15077,US,Active,True,2020-04-17T18:02:11Z,2025-02-13T10:04:40Z,2021-03-10,11,864.81,933
2216,paul.williams@hotmail.com,Male,1967-10-08,58,+18055257404,3589.0,Fairview,WI,35238,US,Active,True,2024-05-18T15:07:07Z,2025-10-12T22:28:13Z,2024-10-23,11,2266.8,2306
2217,laura_tanaka@gmail.com,Male,1950-02-20,75,+16179114797,3590.0,Joliet,IL,86374,US,Active,True,2019-10-16T10:34:26Z,2025-08-09T01:33:28Z,2025-12-05,55,1558.89,1295
2218,sharon_walker@icloud.com,Prefer not to say,1960-07-01,65,+18589116332,3591.0,Fairview,IA,12080,US,Active,True,2023-05-13T19:41:53Z,2025-10-04T18:34:29Z,2024-11-01,20,3426.94,3780
2219,ronald.jones@hotmail.com,Female,1976-04-07,49,+19729670685,3593.0,Bristol,MO,23851,US,Active,True,2025-02-03T14:12:50Z,2025-05-02T06:47:48Z,,0,0.0,0
2220,amy.jackson@yandex.com,Male,1992-06-12,33,+17187849965,3594.0,Madison,ME,67976,US,Active,True,2024-07-08T20:56:00Z,2025-05-03T07:39:46Z,2024-09-19,4,834.65,1000
2221,amanda.garcia56@hotmail.com,Other,1988-10-09,37,+12135630264,3595.0,Franklin,WV,62932,US,Active,True,2020-06-11T20:47:03Z,2025-04-02T15:01:30Z,2021-05-10,51,16804.07,15379
2222,mei.schmidt22@yahoo.com,Female,1999-09-28,26,+16175003593,3597.0,Sacramento,CA,21711,US,Closed,False,2018-05-30T23:05:54Z,2023-01-25T10:07:45Z,2019-10-01,100,13589.29,15984
2223,olga_jones@gmail.com,Male,1979-01-13,46,+17867238043,3599.0,Salem,NM,86679,US,Active,True,2022-09-26T16:43:41Z,2025-02-27T21:57:37Z,2025-06-17,55,14109.53,17350
2224,kevin_flores@protonmail.com,Male,1972-01-16,53,+15034212065,3602.0,Springfield,KY,82617,US,Inactive,False,2022-08-04T19:37:09Z,2025-07-06T06:20:24Z,2024-05-25,44,8865.07,11032
2225,kathleen629@hotmail.com,Female,2006-08-09,19,+12014793358,3604.0,Clinton,ID,81427,US,Closed,False,2022-07-23T04:48:39Z,2024-12-07T15:46:50Z,2024-03-13,27,6151.9,6571
2226,aisha856@outlook.com,Female,1991-08-11,34,+17867494537,3605.0,Georgetown,KS,56490,US,Blocked,False,2017-03-12T14:51:52Z,2025-01-31T02:17:07Z,2021-02-14,89,30335.3,29750
2227,jennifer_johnson@outlook.com,Male,1958-06-18,67,+15144700442,3607.0,Chester,PE,J2M 6R6,CA,Pending,False,2016-08-28T23:11:39Z,,,0,0.0,0
2228,kenneth.martin@hotmail.com,Male,1956-12-12,69,+18584360307,3609.0,Boulder,CO,37377,US,Active,True,2024-11-12T02:26:30Z,2025-09-16T20:21:30Z,2025-07-12,15,2753.58,3741
2229,lisaschmidt@protonmail.com,Female,1978-07-14,47,+16137276160,3611.0,Franklin,NB,N6T 5M4,CA,Closed,False,2023-06-17T02:08:24Z,2025-04-10T18:59:30Z,2023-12-31,35,2364.83,3089
2230,kimberly_allen@icloud.com,Other,1994-04-08,31,+17868408082,3613.0,Bristol,VA,24208,US,Inactive,False,2015-08-10T12:20:37Z,2018-03-07T03:19:16Z,2024-07-17,1,44.53,56
2231,andrew.ali56@fastmail.com,Prefer not to say,1987-08-17,38,+12017370489,3614.0,Warren,MI,99865,US,Pending,False,2019-05-21T23:09:53Z,,,0,0.0,0
2232,dtanaka@icloud.com,Male,2008-02-12,17,+15129458384,3615.0,Bristol,NM,73397,US,Blocked,False,2021-04-25T03:23:42Z,2023-05-29T07:21:55Z,2025-03-17,13,1206.98,1445
2233,priya373@zoho.com,Male,1984-11-17,41,+14155376369,3618.0,Clinton,IA,38444,US,Inactive,False,2018-11-23T12:33:52Z,2021-06-05T22:26:25Z,2025-08-10,37,7443.52,6998
2234,cclark@protonmail.com,Male,2008-05-20,17,+18187532406,3621.0,Bristol,NH,41779,US,Inactive,False,2025-01-10T20:13:48Z,2025-02-05T20:24:56Z,,0,0.0,0
2235,mnelson@outlook.com,Female,1987-05-11,38,+12138086204,3622.0,Madison,MT,10907,US,Active,True,2015-06-30T20:11:38Z,2025-03-01T14:18:24Z,2021-05-06,182,10023.9,14161
2236,singh.laura@zoho.com,Other,1943-12-24,82,+16175444724,3624.0,Savannah,GA,84020,US,Active,True,2022-10-17T18:39:51Z,2025-12-03T08:50:48Z,2022-11-12,58,8040.75,11031
2237,raj881@zoho.com,Male,1975-05-12,50,+14154698422,3627.0,Warren,MI,17229,US,Active,True,2019-04-24T17:37:50Z,2025-06-03T09:02:34Z,2021-11-07,112,7346.53,7968
2238,charles.martinez67@zoho.com,Female,1944-12-26,80,+14165296574,3628.0,Franklin,NL,L9Y 1R4,CA,Active,True,2015-05-26T03:30:40Z,2025-03-07T08:39:00Z,2018-06-09,189,32755.4,27957
2239,kathleen.rivera@gmail.com,Female,1962-08-14,63,+17025099612,3629.0,Chester,MD,35823,US,Active,True,2016-09-07T09:30:04Z,2025-11-07T17:57:12Z,2016-09-10,115,23976.9,28675
2240,clark.ronald@outlook.com,Female,1989-10-20,36,+19176990634,3630.0,Fairview,OK,97239,US,Active,True,2025-10-09T22:48:29Z,2025-10-13T03:41:33Z,2025-10-10,3,842.91,1167
2241,viktorkumar@protonmail.com,Male,1989-03-10,36,+16178331546,3631.0,Tucson,AZ,25916,US,Active,True,2024-06-02T14:33:29Z,2025-07-10T07:42:28Z,2024-12-28,7,842.69,781
2242,lyoung@aol.com,Female,1956-06-20,69,+17185354118,3633.0,Bristol,MO,57267,US,Active,True,2016-11-25T00:29:03Z,2025-05-07T06:34:02Z,2021-05-08,17,3344.3,3103
2243,william.rodriguez@hotmail.com,Male,1941-10-24,84,+17138681952,3634.0,Georgetown,DE,58558,US,Inactive,False,2025-09-14T17:43:21Z,2025-11-07T17:31:19Z,,0,0.0,0
2244,amynelson@icloud.com,Female,2001-08-24,24,+16042511195,3635.0,Chester,YT,V1P 8A8,CA,Active,True,2022-01-29T12:49:25Z,2025-02-03T17:01:44Z,2022-10-29,51,11737.92,13171
2245,okhan@yandex.com,Male,1994-04-27,31,+18183043946,3637.0,Buffalo,NY,88704,US,Inactive,False,2019-02-18T14:59:33Z,2020-05-28T14:50:34Z,2019-10-30,1,87.15,85
2246,barbara918@hotmail.com,Male,1976-08-13,49,+15036807643,3639.0,Georgetown,SC,59600,US,Active,True,2016-09-30T02:23:37Z,2025-01-24T22:41:25Z,2024-09-25,83,18393.35,23542
2247,perez.donna@fastmail.com,Female,1987-12-29,37,+19059529900,3641.0,Salem,NB,E6B 8H6,CA,Active,True,2017-11-16T14:35:12Z,2025-07-02T14:41:38Z,,0,0.0,86
2248,schmidt.melissa@yahoo.com,Male,1965-11-20,60,+15149925805,3642.0,Riverside,PE,E6V 3R5,CA,Active,True,2015-07-08T23:53:40Z,2025-10-16T21:39:46Z,2023-08-25,152,33388.12,37804
2249,aisharodriguez@yahoo.com,Female,1953-11-25,72,+18184552131,3644.0,Springfield,HI,94989,US,Inactive,False,2018-04-20T06:58:27Z,2023-09-26T18:43:10Z,2020-03-02,12,3445.56,4012
2250,mohammed265@icloud.com,Male,2000-01-24,25,+19492470200,3645.0,Franklin,HI,17213,US,Active,True,2017-02-05T04:30:34Z,2025-09-02T01:36:41Z,2025-04-24,88,7108.87,9209
2251,ksmith@protonmail.com,Male,1967-12-03,58,+18585091312,3646.0,Bristol,AK,67740,US,Active,True,2018-08-22T10:29:16Z,2025-01-01T23:42:12Z,2021-05-07,6,1421.21,2070
2252,mark.zhang52@protonmail.com,Female,1955-08-15,70,+14048801456,3647.0,Riverside,SC,37972,US,Blocked,False,2016-04-27T09:23:15Z,2017-07-07T11:46:51Z,2025-03-21,158,29556.11,37888
2253,dorothy_tanaka@fastmail.com,Male,1959-10-19,66,+18189084950,3648.0,Georgetown,IN,53216,US,Active,True,2019-03-29T20:11:28Z,2025-08-08T01:19:48Z,2023-01-25,28,4921.84,4025
2254,smith.maria@zoho.com,Male,1996-09-18,29,+17188196543,3651.0,Salem,VT,50702,US,Active,True,2019-09-25T22:23:13Z,2025-09-24T00:51:53Z,2025-11-09,15,900.14,976
2255,nancyhall@protonmail.com,Male,1993-04-03,32,+12124941708,3653.0,Madison,HI,18972,US,Active,True,2024-05-26T10:56:18Z,2025-12-10T13:24:56Z,2025-12-22,12,3925.23,3798
2256,viktor.tanaka@aol.com,Male,1992-11-08,33,+18055660511,3655.0,San Jose,CA,46530,US,Active,True,2022-11-26T21:12:08Z,2025-12-15T19:14:02Z,2024-01-20,18,1305.06,1885
2257,jacob136@icloud.com,Male,1945-04-09,80,+17869073014,3657.0,North Las Vegas,NV,51071,US,Active,True,2015-04-30T20:11:07Z,2025-12-22T20:53:55Z,2023-06-26,8,2000.96,2920
2258,kpetrov@outlook.com,Male,2001-03-15,24,+17804028939,3660.0,Fairview,NU,T7E 9N7,CA,Active,True,2021-10-03T16:20:40Z,2025-06-07T06:23:04Z,2025-11-07,11,1307.64,1883
2259,bettylopez@gmail.com,Female,1944-11-02,81,+18185402878,3661.0,Fairview,WI,89196,US,Active,True,2021-09-26T22:22:29Z,2025-03-29T04:09:06Z,,0,0.0,0
2260,young.laura@gmail.com,Female,1976-04-16,49,+18189397629,3663.0,Chester,LA,50518,US,Inactive,False,2016-06-06T01:08:43Z,2023-09-27T05:45:59Z,2017-03-24,95,26257.65,38386
2261,jjohnson@fastmail.com,Other,1978-10-27,47,+13128283211,3665.0,Los Angeles,CA,12704,US,Inactive,False,2016-02-28T06:35:52Z,2021-02-11T14:19:49Z,,0,0.0,41
2262,barbarascott@protonmail.com,Other,1960-03-27,65,+18182756149,3667.0,Franklin,MT,69135,US,Active,True,2024-12-15T00:26:58Z,2025-03-08T21:44:32Z,2025-04-24,16,4747.2,6542
2263,richardtorres@gmail.com,Prefer not to say,1972-12-23,53,+15033579737,3668.0,Springfield,NE,51194,US,Pending,False,2019-05-20T03:16:10Z,,,0,0.0,0
2264,kivanov@outlook.com,Male,1952-06-02,73,+14042118359,3669.0,Fairview,ID,76134,US,Active,True,2021-03-09T16:06:57Z,2025-01-28T19:39:16Z,,0,0.0,0
2265,sandra_lewis@zoho.com,Female,1957-05-12,68,+18184316095,3670.0,Sterling Heights,MI,15453,US,Active,True,2015-05-08T05:22:13Z,2025-07-08T13:02:09Z,2017-04-18,193,39830.93,51348
2266,ana_robinson@fastmail.com,Female,1999-04-06,26,+14154426891,3671.0,Fairview,IN,45855,US,Closed,False,2020-06-24T10:40:03Z,2024-01-06T11:34:50Z,2023-08-12,53,14653.41,20360
2267,chen.young@yandex.com,Female,1949-09-14,76,+17807717955,3674.0,Fairview,SK,B7G 6E2,CA,Active,True,2022-10-26T13:18:51Z,2025-05-15T20:26:02Z,2024-01-25,10,2118.68,3021
2268,matthew347@gmail.com,Female,2005-09-16,20,+12018910431,3675.0,Georgetown,HI,97599,US,Active,True,2019-04-01T22:16:29Z,2025-01-07T04:13:18Z,2020-05-28,2,43.35,58
