cust_id,full_name,customer_category,sex,birth_date,account_created,status,acquisition_source,customer_tier,created_timestamp,email_address,phone_number,last_purchase_date,total_purchases,loyalty_points,age,lifetime_value,country
10763,Dr Jodie Wilson,Guest,Female,1952-12-29 00:00:00,2024-01-24 21:25:18.042000,Inactive,Organic Search,New Customer,2025-02-24 09:48:35.440000,awong@example.com,+44(0)8081570394,2025-04-26 00:00:00,62,,20,37756.09,CI
10131,STEPHANIE MCBRIDE,Guest,Female,  1952-04-07  ,2021-07-22 00:14:50.524000,Inactive,Twitter,Churned,2025-08-30 07:58:24.414000,lukedavison@example.net,03.9451.1686,2025-08-09 00:00:00,29,305,,,IS
10854,Nathan Gallagher,  B2C  ,  Female  ,1988-09-05 00:00:00,2024-04-03 05:23:03.666000,Active,email marketing,HIGH VALUE,2024-12-02 15:52:29.550000,  kyledavis@example.org  ,714-764-2789,,42,3785,33,,LB
10858,Mrs Amanda Moore,B2B,Male,1961-01-15 00:00:00,2024-02-12 16:54:24.126000,Inactive,Instagram,High Value,2025-09-02 15:44:40.025000,angelabass@example.org,,2025-02-07 00:00:00,,,25,,
10626,Chelsea Taylor,B2B,Prefer not to say,1974-02-11 00:00:00,2021-03-15 16:40:07.624000,Blocked,LinkedIn,High Value,2025-05-29 15:48:10.365000,charliemiddleton@example.org,496-149-7315,2025-06-24 00:00:00,,4055,,3039.67,BW
10812,Laura Lynch,Guest,Prefer not to say,1997-04-01 00:00:00,2022-01-24 16:34:14.185000,Active,Instagram,At Risk,2025-04-07 19:07:27.632190,marthagriffin@example.net,(252)986-6933x515,2024-11-18 00:00:00,22,3285,,,SV
10871,Austin Smith,B2B,Other,1982-03-11 00:00:00,2023-11-23 17:48:09.885000,Inactive,Email Marketing,New Customer,2025-08-04 14:10:54.010000,willishenry@example.com,,2024-10-14 00:00:00,82,,34,8029.61,ME
10901,Michael Jenkins,B2B,Female,2005-03-19 00:00:00,2022-10-30 16:57:59.018000,Inactive,Twitter,Occasional Buyer,2025-02-03 12:50:44.687000,ecampbell@example.org,,,,3595,50,,TT
10533,Jenny Duncan,  B2B  ,Prefer not to say,1957-08-06 00:00:00,2022-09-26 14:03:49.558000,Blocked,Facebook,New Customer,2025-02-08 03:46:41.922000,mramirez@example.com,860-723-1112,,8,1586,55,,
10116,Andrea Marshall,  B2C  ,Male,1993-06-02 00:00:00,2022-04-30 00:22:33.897000,Active,Google Ads,At Risk,2024-09-12 04:03:55.106000,lynne49@example.org,(08)38320603,2025-08-22 00:00:00,61,,19,31358.2,ZW
10956,Anna Cunningham,Guest,Female,1985-05-10 00:00:00,2025-02-22 21:09:49.977000,Active,Instagram,  High Value  ,2024-12-01 12:09:32.929000,elizabeth60@example.net,(437) 740-2928 x643,,85,1857,51,,CZ
10941,James Nelson,B2B,Female,1963-07-07 00:00:00,2023-01-04 17:25:42.792000,Active,Referral,Occasional Buyer,2025-06-11 11:18:22.012000,gevans@example.org,539-405-9802 x602,,,,,11275.99,CY
,,,,,,,,,,,,,,,,,
10126,Tiffany Myers,B2C,Male,1956-02-28 00:00:00,2025-04-18 07:10:09.207000,Inactive,Direct,Churned,2025-04-30 21:11:58.342000,vtaylor@example.org,(0131) 4960521,2024-12-14 00:00:00,66,,76,42418.85,PE
  10333  ,James Harris,Guest,Other,1968-04-16 00:00:00,2021-09-09 12:18:08.288000,Inactive,twitter,Churned,2025-02-10 06:34:44.603000,lori13@example.org,,,0,,,,
10359,David James,Guest,Male,1969-11-22 00:00:00,2025-05-31 14:00:40.142000,Active,LinkedIn,New Customer,2025-08-18 15:46:15.987000,stevenjohnson@example.com,01632960598,2025-01-01 00:00:00,,4735,,,NL
10653,Miguel Cole,B2C,  Prefer not to say  ,1990-06-05 00:00:00,2024-01-18 09:32:15.362000,Active,Google Ads,Occasional Buyer,2025-01-13 02:27:22.633000,ehardy@example.com,(699)314-0688,,,1322,75,,FJ
,,,,,,,,,,,,,,,,,
10824,Dr Mary Rees&,Guest,Female,  1957-01-27  ,2020-09-27 12:25:22.632000,Inactive,Organic Search,At Risk,2025-03-02 00:55:25.229000,browntroy@example.org,307-397-1307,2024-11-21,48,,49,43539.11,BW
10283,Hugh Woods,B2B,Male,1948-01-16 00:00:00,2020-12-17 22:46:58.477000,Active,Direct,High Value,2024-09-22 08:34:09.498000,janicegraham@example.com,658.477.7121x513,2025-04-02 00:00:00,,637,34,28508.01,AE
10489,Brittany Trujillo,  Guest  ,Other,1953-12-02 00:00:00,2024-12-26 06:34:44.100000,Blocked,Instagram,New Customer,2025-04-29 19:54:54.747000,,,2025-07-16 00:00:00,83,,62,42950.6,
10571,Mr Timothy West,Guest,Prefer not to say,1949-11-02 00:00:00,2025-02-03 16:12:08.416000,Active,Twitter,High Value,  2025-03-18 00:37:30.919770  ,sarah23@example.net,415-586-8639 x561,2024-11-03 00:00:00,,,37,7639.94,
10413,Shawn Mcgee,B2B,Prefer not to say,1945-09-25,2021-08-16 20:27:34.756000,Inactive,Organic Search,New Customer,2025-03-02 04:49:07.326000,joseph81@example.com,03.6868.5074,2024-10-13 00:00:00,11,,78,8496.77,
10225,Young Ltd,Guest,male,,,Inactive,Facebook,,2025-04-25 14:41:16.716000,,,,75,UNLIMITED,,45858.1,
10598,Ms Shirley Kaur,Guest,Prefer not to say,2007-01-31 00:00:00,2020-09-10 08:01:10.454000,Active,LinkedIn,At Risk,2024-11-07 22:27:34.538000,jessica13@example.com,(029) 2018711,,23,,31,44880.11,LV
10954#,Jay King,B2B,Female,1959-05-27 00:00:00,2025-07-01 14:43:30.702000,Blocked,Instagram,New Customer,2025-05-26 19:46:31.160000,frylaura@example.net,633 241 6518,2025-04-09 00:00:00,11,1127,66,33785.53,SO
10402,Timothy Martinez,Guest,Prefer not to say,1962-06-26 00:00:00,2021-02-25 17:28:48.729000,Active,Google Ads,New Customer,2025-07-14 17:58:38.377014,,(0141) 4960170,2024-10-04,68,,,  33365.82  ,
  10411  ,Nicole Barron,B2C,Other,1984-10-24 00:00:00,2023-04-20 03:26:46.865000,Active,Facebook,Occasional Buyer,2025-04-08 07:48:29.621000,marc73@example.org,1-415-833-1170,2025-02-26 00:00:00,,3727,,24220.39,SV
10151,Jenna Bryant,B2B,Female,1989-11-05 00:00:00,2024-06-23 00:06:59.460000,BLOCKED,Direct,Occasional Buyer,2025-08-13 16:47:42.795000,lellis@example.net,+44161 4960080,  2025-07-12  ,,397,59,26197.22,
10916,Melissa Myers,B2B,  Female  ,1969-04-14 00:00:00,2024-10-21 00:45:40.108000,Blocked,Referral,At Risk,2025-06-02 14:09:17.545000,  fwalter@example.com  ,,2024-11-12 00:00:00,43,,,  35025.74  ,CO
10474,Mr Charlie Green,B2B,Male,1954-05-26 00:00:00,2020-09-18 07:53:35.985000,Active,Referral,At Risk,2025-01-13 03:52:15.265000,ehale@example.net,+61.3.1625.2654,,,,79,2056.25,UG
  10261  ,Raymond Todd,B2C,Female,1957-01-22 00:00:00,2024-08-27 13:49:35.004000,Inactive,LinkedIn,New Customer,2025-02-27 14:04:21.612000,joneselizabeth@example.org,+1-739-432-5012x495,2024-10-14 00:00:00,,,53,10044.45,SD
10725,Francis-Shaw,Guest,,1959-01-06 00:00:00,,Blocked,Direct,,2024-09-28 16:53:58.147000,samuelrhodes@example.org,,,25,3107,,,UA
,,,,,,,,,,,,  N/A  ,,  NA  ,,,
10856,Gloria Green,B2C,Male,1998-06-30 00:00:00,2024-07-02 15:26:24.194000,ACTIVE,Organic Search,Churned,2024-11-06 23:32:04.675000,hernandezkristin@example.com,1-167-720-5171,2025-07-07 00:00:00,58,4471,58,48538.99,GA
10708,Chad Stewart,B2C,Prefer not to say,1969-04-08 00:00:00,2021-01-31 16:29:49.018000,Blocked,Twitter,High Value,2025-05-26 06:22:08.414000,,258-348-8600,2025-03-03 00:00:00,7,,,41097.01,TZ
10264,Benjamin Randall,B2C,Male,2003-11-07 00:00:00,2021-08-02 17:33:15.187000,Inactive,Twitter,High Value,2025-05-12 17:38:13.578000,rmills@example.org,(766)591-2153,2025-07-11 00:00:00,  89.0  ,,,19444.33,CM
10621,Glenn West,b2b,Female,  1990-04-27  ,2025-01-12 21:40:51.380000,Active,Direct,Churned,2025-09-01 04:32:54.426000,scott32@example.org,(03)37746040,2024-09-30 00:00:00,,1488,35,47149.94,  PL  
10372,Eric Davis,Guest,Male,1987-09-18 00:00:00,2022-05-07 03:46:56.175000,Active,LinkedIn,New Customer,2025-06-07 14:34:23.620000,debraclark@example.com,329-310-9337,,43,415,  54  ,,KI
10710,Madison Richardson,B2B,Female,2004-05-30 00:00:00,2022-03-28 23:42:27.897000,  Active  ,Facebook,High Value,2025-05-12 14:36:03.846000,howard54@example.org,+1-464-945-4752x31123,,50,,,,SO
10388,Howard Campbell,B2B,Male,1976-03-14 00:00:00,2024-06-13 07:30:50.254000,Inactive,Twitter,High Value,2025-08-30 22:45:04.799000,richard81@example.net,,2025-03-01 00:00:00,77,,,13760.86,AR
10003,Patricia Galloway,B2B,Other,1999-04-11 00:00:00,2022-01-29 22:25:08.042000,Blocked,  Email Marketing  ,High Value,  2024-11-07 15:59:46.403273  ,,  (541) 928-3276  ,,,2988,,,LA
10879,Ms Sara Bibi,Guest,Female,1954-10-16 00:00:00,2021-02-27 07:34:03.692000,  Blocked  ,Organic Search,High Value,2025-01-26 21:32:52.585000,barnesandrew@example.net,+44(0)151 4960705,2024-10-18 00:00:00,,,38,,IT
10904,Amber May,Guest,Male,2001-01-31 00:00:00,2021-03-02 23:12:12.035000,  Active  ,Twitter,At Risk,2025-04-17 13:02:12.654000,nashmalcolm@example.com,3016440762,2025-06-02 00:00:00,,3727,65,,AU
10348,Elizabeth Lee,B2C,Female,1999-06-28 00:00:00,2021-04-30 19:10:45.040000,Inactive,Facebook,At Risk,2024-12-28 07:45:22.905000,peggyfriedman@example.com,01184960321,2025-02-14 00:00:00,52,,27,38271.75,
10069,John Adams,Guest,other,1953-07-25 00:00:00,  2022-02-21 06:48:48.124329  ,Active,Instagram,High Value,2025-07-21 21:15:44.487000,sydneybarrera@example.com,,2025-03-09 00:00:00,,,34,41120.87,ET
10045,Cynthia Morris123,Guest,Female,,1641488072,Inactive,Facebook,Platinum,  2025-06-07 03:55:54.909735  ,alvarezkimberly@example.net,883.390.8470x076,2025-05-26 00:00:00,  36.0  ,-1,,36229.25,
,,,,,,,,,,,,,,,,, 
10207,Stephen Miller-Shaw,B2C,Prefer not to say,2005-03-30 00:00:00,2022-11-27 07:31:28.223000,Blocked,instagram,Occasional Buyer,2024-11-03 18:13:42.692000,clarkerichard@example.net,(893) 305-1728,2025-03-06 00:00:00,,,27,,ER
10289,Joanna Morton,  B2C  ,Male,2005-08-04 00:00:00,2021-09-29 18:02:34.281000,Active,Twitter,At Risk,2025-06-09 02:29:21.013000,hamiltonandrew@example.com,7278769749,2024-10-27 00:00:00,99,3534,  23  ,6516.44,  BT  
10865,Tina Johnson,  Guest  ,Prefer not to say,1992-04-30 00:00:00,2021-12-28 07:27:33.447000,  Active  ,Facebook,New Customer,  2025-07-28 00:38:13.799332  ,halejeffery@example.net,+441154960727,2025-03-24 00:00:00,90,  3991  ,34,,
10920,Ronald Foster,B2C,,2002-06-22,2025-05-12 18:45:42.598000,active,,New Customer,2024-10-28 11:58:10.647000,,1-549-205-4894,,,1634,39,,US
10047,Maurice Brooks,B2C,Other,  1987-12-16  ,2021-01-09 21:32:30.408000,Inactive,Twitter,Churned,2024-10-13 07:26:31.707000,lisa80@example.net,965.604.9451,,6,,25,20035.37,DE
,, ,,,, ,,,,    ,,    , ,, ,     ,  null  
10141,Jeffrey Jordan,guest,Female,2005-07-03 00:00:00,2020-09-17 19:48:43.710000,Blocked,Direct,High Value,2025-06-03 02:59:29.390952,katherine83@example.org,+1-233-654-2168x9421,2025-02-13 00:00:00,92,4357,32,37808.97,PH
10938*,Jason Gomez,B2C,Male,1951-05-26 00:00:00,2025-02-23 20:33:31.185000,Active,Direct,At Risk,2024-12-13 05:24:47.374000,adam33@example.net,,2024-09-14 00:00:00,,282,19,32316.42,SN
10884,Mrs Olivia Holmes,B2C,Male,1957-02-25 00:00:00,2024-05-11 14:58:32.562000,Inactive,  Instagram  ,Churned,2024-10-02 08:22:28.017000,larsonjeremy@example.com,442-164-3599 x009,2024-12-12 00:00:00,,,,8870.55,SN
10463,Naomi Wyatt,B2C,Male,1962-04-30 00:00:00,2023-07-05 15:42:02.083000,Active,Email Marketing,New Customer,2025-06-27 07:30:27.190000,barbara99@example.com,03.0331.9222,2024-10-06 00:00:00,31,1187,41,5648.07,AD
10680,  Ronald Foster  ,B2B,,07/29/1959,2023-12-01 22:34:36.761000,INACTIVE,,Occasional Buyer,2025-08-03 11:58:10.575000,,371.523.9102,,,,18,,
10416,Jessica Smith,B2C,FEMALE,2000-03-16 00:00:00,2024-02-01 15:49:09.695680,Inactive,Referral,Occasional Buyer,2025-04-14 05:06:57.865000,freemanjohn@example.org,,2025-07-10 00:00:00,59,3320,63,28519.04,AM
10623,Maria Cruz,Guest,Female,1951-08-11 00:00:00,2023-04-20 15:02:25.513000,Inactive,Direct,New Customer,2024-12-17 12:50:57,ksmith@example.org,0121 496 0438,2025-08-31 00:00:00,,,,,YE
10204,Stephen Hughes,B2C,Other,1976-09-22 00:00:00,2025-03-17 22:47:49.899000,Inactive,LinkedIn,High Value,2025-07-22 20:07:52.703000,  jamesrasmussen@example.net  ,  7387457620  ,2024-12-03 00:00:00,,,,22610.06,YE
10378,Catherine Campbell,B2B,Male,1954-12-14 00:00:00,2024-10-11 05:10:42.324000,Blocked,Twitter,New Customer,2024-10-04 15:01:39.319000,psanchez@example.com,001-582-309-1660x1002,2024-10-30 00:00:00,41,,  22  ,34275.43,
10190,Luke Galvan,  B2C  ,Prefer not to say,1948-06-15 00:00:00,2024-03-13 01:32:24.820000,Blocked,Facebook,At Risk,2024-10-25 05:10:57.863093,nicole57@example.net,,2025-01-17 00:00:00,97,,42,28419.02,AO
10406,Denise Flores,B2C,Prefer not to say,1982-12-12 00:00:00,2021-09-09 00:41:28.749000,Active,Google Ads,Churned,2025-01-23 20:15:26.356000,,,2025-07-30 00:00:00,88,,55,20811.11,PG
10272,Jennifer Dalton,Guest,Male,  1984-08-16  ,2022-01-09 18:35:58.532043,  Blocked  ,  Organic Search  ,High Value,2025-05-03 05:15:51.465000,richardwilson@example.org,447.678.6603,2024-09-18 00:00:00,,,,27904.21,
10656,Daniel Wright,Guest,Male,1969-10-14 00:00:00,2025-04-30 10:26:37.591000,Blocked,Google Ads,Occasional Buyer,2025-06-06 20:54:19.101000,rosejones@example.org,998.921.3486x2985,2025-06-12 00:00:00,,765,,28506.69,
10387,Richard Rogers,B2B,Other,1962-06-20 00:00:00,2021-01-06 14:01:48.570000,Inactive,Referral,Occasional Buyer,2025-06-12 13:41:41.372000,,(883) 034-1990,2024-10-12 00:00:00,73,,54,,BE
10329,Donna Ibarra,B2B,Female,1966-07-15 00:00:00,2022-08-24 12:11:27.449000,Blocked,Facebook,High Value,2025-02-07 20:27:44.327000,qmurphy@example.org,(703)324-8413x7681,2025-02-05 00:00:00,53,477,23,31945.84,sd
10245,Robert Nicholson Jr.,Guest,Male,1975-11-22 00:00:00,2023-06-26 04:58:58,  Active  ,Facebook,  1  ,2025-05-20 10:16:56.045000,davidphillips@example.net,,1900-01-01,84,,0,31515.57,AM
10091,Joseph Hill,Guest,Prefer not to say,1945-10-08 00:00:00,2024-09-20 12:31:56.237000,Blocked,Organic Search,High Value,2024-10-18 08:17:23.188000,johnharvey@example.com,1-261-567-9334,2025-01-24 00:00:00,56,4995,23,8627.95,BW
10012,Miss Tracy Williams,Guest,Male,1983-03-23,2024-01-11 22:48:44.018000,  Active  ,Facebook,High Value,2025-08-15 13:45:33.353000,josephpreston@example.net,,2024-12-16 00:00:00,31,3334,31,36167.63,
10808,Andrea Khan,B2B,Male,2000-09-03 00:00:00,2021-12-31 18:00:49.377000,Blocked,Instagram,Occasional Buyer,2024-09-28 11:47:57.654000,rodriguezamanda@example.net,939-083-5211 x896,2025-05-04 00:00:00,81,,,6488.35,JO
10573,James Torres,B2B,Prefer not to say,1984-09-15 00:00:00,2024-02-01 12:04:16.072000,Blocked,Direct,Churned,2025-03-10 21:02:39.375000,scottthomas@example.com,(399)557-0607x17481,2025-06-09 00:00:00,,2091,20,  6223.88  ,PH
,Ronald Foster,,,  19990822  ,,ACTIVE,,,2025-03-16 11:58:10.609000,,,,-10,,,,KW
10981,Martin Wilson,B2C,Other,1999-12-09 00:00:00,2024-03-28 21:01:31.894000,ACTIVE,Facebook,Churned,2025-08-11 07:25:15.430000,lee69@example.net,+61.426.168.455,2025-06-12 00:00:00,29,,,31218,LI
10043,Molly Mcclure,Guest,Other,1997-03-18 00:00:00,2025-05-21 04:44:18.424000,Blocked,Google Ads,At Risk,2024-09-21 04:59:33.227000,scottsampson@example.com,,2025-03-26 00:00:00,57,  762  ,66,,LA
10266,Mary Meyer,Guest,Female,1994-08-18,2022-02-27 09:40:49.610000,BLOCKED,Email Marketing,New Customer,2025-03-07 07:37:35.193000,  lisa88@example.org  ,(916)875-6770x02842,2024-12-31 00:00:00,16,,65,18859.91,
10913,Melissa Smith,Guest,Prefer not to say,1978-05-05 00:00:00,2021-06-13 01:30:04.979000,Blocked,Referral,Occasional Buyer,2024-11-05 18:21:33.978000,arellanopatrick@example.net,+61 433 356 230,2025-04-17 00:00:00,61,,66,,
10713,Dr Leigh Collins&,B2B,Prefer not to say,1973-01-22 00:00:00,2020-10-07 17:33:57.966000,Active,Google Ads,New Customer,2024-12-06 06:05:15.367000,amandahorne@example.net,(669) 996-9882 x904,2025-04-07 00:00:00,45,3833,59,32859.57,
10117,  Jamie Rojas  %,Guest,Prefer not to say,1951-03-28 00:00:00,2022-10-15 23:11:38.474000,Inactive,Twitter,High Value,2025-08-30 11:25:49.054000,colin03@example.net,(08)19182619,2024-12-03 00:00:00,44,1071,39,15629.12,NZ
10620,Daniel Elliott-Richardson,Guest,,06/30/2005,2025-06-27 08:30:43.049000,Active,,High Value,2025-05-05 08:11:46.928000,,,,48,,45,,MC
10587,Shaun Peterson,B2C,  Other  ,1976-02-16 00:00:00,2024-11-18 01:18:01.055000,Inactive,Instagram,AT RISK,2025-01-23 11:29:47.483000,zjackson@example.org,+441214960564,,,1541,,,
10364,Jennifer Allen,B2C,Prefer not to say,1991-07-10 00:00:00,2024-09-24 12:02:41.562000,Blocked,Facebook,Occasional Buyer,2025-08-26 16:19:42.906000,timothyrobertson@example.net,(909)430-6853x8909,2025-01-20 00:00:00,  32.0  ,2521,53,10616.9,EC
10774,Paul Blair,B2C,  Prefer not to say  ,1957-03-23 00:00:00,2023-04-17 11:54:21.877000,Active,Google Ads,New Customer,2025-04-25 00:36:42.276000,khanaaron@example.com,0413.303.033,2025-02-04 00:00:00,,,24,,
10518,Rebecca Finley,  B2B  ,Prefer not to say,1952-02-03 00:00:00,2022-06-30 00:15:13.972000,Blocked,Instagram,High Value,2025-07-04 00:47:21.432000,deborah77@example.net,(660)739-2051x4607,,83,2495,35,29308.63,
10224,VINCENT HARRIS,Guest,Female,1957-01-06 00:00:00,2022-03-10 16:12:34.071000,Active,Twitter,Occasional Buyer,2025-08-10 17:34:27.218000,veronica90@example.net,07 0580 0851,,25,1211,,,
10453,Jeffery Thompson,B2B,Male,1986-04-22 00:00:00,2024-03-05 02:27:57.518000,Blocked,Email Marketing,Occasional Buyer,2025-06-18 20:07:05.721000,rburke@example.org,848-836-0854x5667,,,,  73  ,16879.71,
10193,Todd White,Guest,Prefer not to say,1957-06-02 00:00:00,2021-08-25 05:29:48.644831,Blocked,Email Marketing,High Value,2025-04-05 19:33:54.660000,sfox@example.net,153-910-3717,2025-03-31 00:00:00,,92,21,37084.68,
10967,Nancy Todd,Guest,Male,  1951-11-12  ,2021-12-20 20:28:51.523000,  Inactive  ,Twitter,High Value,2024-11-24 14:55:07.203000,jeremythompson@example.org,32394564,2024-12-28 00:00:00,,,,,CN
10760,Ronald Foster,B2B,,"Feb 01, 1945",2021-11-01 17:00:46.182000,A,,Churned,2025-08-09 11:58:10.598000,,185.201.3626,2025-05-06 00:00:00,,,46,,US
10730,Erika Williams,B2B,Prefer not to say,1990-09-19 00:00:00,2025-02-19 16:09:04.987000,Blocked,Twitter,New Customer,2025-08-22 14:48:54.992000,,486.419.0254x760,2025-08-10 00:00:00,18,,37,10538.48,
10536,Mark Rogers,B2C,Prefer not to say,1946-04-14 00:00:00,2021-01-14 00:08:16.521000,Inactive,Email Marketing,Occasional Buyer,2025-04-17 00:13:01.498000,douglasbrandt@example.org,+1-216-888-0925x50213,2025-04-01 00:00:00,74,2749,,34592.05,
10436,Eileen Valdez,B2B,Male,1964-10-10 00:00:00,2020-12-16 21:48:59.644000,Blocked,Email Marketing,Occasional Buyer,2025-05-24 22:28:04.113000,christian28@example.org,(531) 520-3771 x070,2025-04-11 00:00:00,  88.0  ,,38,34248.36,
10780,,B-2-B,,,2024-05-13 22:55:14.319000,,,Churned,,,412.222.7643x3872,2025-07-18 00:00:00,,,42,,
10940,Katy O'Donnell,B2B,,24-09-1991,2022-01-13 18:08:56.591000,Inactive,,High Value,2025-04-10 12:22:37.619000,,+61-419-797-972,2025-03-30 00:00:00,70.0,1697,51,,LU
,,,,,,,,,,,,,,,,,
10667,Angelica Diaz,B2C,Female,1964-01-25 00:00:00,2022-02-27 13:29:46.017000,Inactive,LinkedIn,Churned,2025-01-06 14:34:40.168000,danieldaniel@example.com,(0808)1570678,2025-02-18 00:00:00,94,,68,20646.74,GW
10317,Kayla Pearson,Guest,Prefer not to say,1964-04-17 00:00:00,2021-06-05 11:55:54.363000,Inactive,Email Marketing,New Customer,2025-04-17 14:51:03.427000,,1 (708) 920-3880,2025-04-30 00:00:00,34,,57,  34232.01  ,  FJ  
10843,Elizabeth Parker,  B2C  ,  Prefer not to say  ,2000-01-18 00:00:00,2023-06-06 11:29:28.215000,Blocked,Referral,High Value,2024-11-03 08:13:31.221757,mbridges@example.net,254 920 6441,2025-05-11 00:00:00,41,1641,27,,
10851,  Julie Cordova  ,B2B,Female,1945-08-13 00:00:00,2024-01-14 06:19:12.698000,Inactive,Instagram,New Customer,2024-11-19 04:07:21.220000,hannahrobson@example.org,(890)969-6857x4670,2025-04-22 00:00:00,18,380,39,,BI
10244,Chelsea Baxter,Guest,Male,1999-01-03 00:00:00,2023-08-25 15:26:56.891000,Blocked,LinkedIn,Occasional Buyer,2024-12-20 05:21:15.707000,johnhamilton@example.org,02074960060,2025-02-10 00:00:00,,885,58,,PW
10093,Elizabeth Elliott,Guest,Female,1987-05-05 00:00:00,2022-08-11 06:41:18.212000,Inactive,Facebook,At Risk,2025-06-24 23:31:33.384000,brian63@example.org,+1 (750) 477-3586,2024-10-09 00:00:00,,,60,29752.06,KZ
10130,Jeremiah Baker,B2C,  Male  ,1980-03-27 00:00:00,1963-04-21 00:00:00,Blocked,Email Marketing,Occasional Buyer,2024-10-10 13:29:57.013000,,(869) 380-6868 x793,  2024-10-06  ,87.0,42,,,
10715,Brian Lucas 中文,B2B,Prefer not to say,1946-08-02 00:00:00,2025-05-29T16:28:19.192023,Blocked,Organic Search,New Customer,2025-09-03 10:30:19.689000,garymartinez@example.org,(832)800-1867,2025-03-12 00:00:00,23,4153,,24187.23,BD
10544,Victoria Cox,Guest,Male,1981-07-15 00:00:00,2022-12-05 05:15:22.728000,Active,Email Marketing,Occasional Buyer,  2025-08-29 15:35:51.022669  ,vanessa51@example.org,(028) 9018 0462,2025-09-06 00:00:00,17,2417,42,46774.95,
10572,David Lawrence-Morgan,B2B,Other,1975-11-20 00:00:00,2024-03-01 09:26:29.189000,Inactive,  LinkedIn  ,At Risk,2024-12-06 14:03:45.174000,marcia81@example.org,9043132114,  2024-09-11  ,47,,,209.03,MK
10255,Jennifer Houston,B2B,Prefer not to say,,2021-05-29 14:42:24.655000,Inactive,Facebook,Churned,2025-03-01 14:33:15.245735,fitzpatrickbrittany@example.com,,2025-04-29 00:00:00,81,,,41295.44,AF
10143,Christine Jennings,B2C,Male,1963-08-29 00:00:00,2024-01-02 03:00:10.295000,Blocked,  Google Ads  ,Churned,2025-04-24 17:30:19.024000,gburke@example.net,411-273-9348x3564,2025-08-07,17,2369,43,26987.99,
10939,Dr Damian Taylor,Guest,Other,1973-03-16 00:00:00,2022-09-24 18:29:28.980000,  Inactive  ,Google Ads,At Risk,2025-07-28 08:42:21.270000,,1-923-860-2050,,91,,,,
10643,James Woods,B2C,Female,1981-08-22 00:00:00,2021-08-30 20:53:47.704000,Active,Google Ads,Occasional Buyer,2025-08-19 04:03:00.974000,smithhenry@example.com,  +1 (111) 404-2886  ,2025-04-26 00:00:00,9,,62,18584.21,
10157,Joshua Fitzgerald,B2C,Prefer not to say,1970-11-22 00:00:00,2021-02-24 05:01:57.860000,Active,REFERRAL,Occasional Buyer,2025-07-28 21:51:11.672000,michael39@example.net,0401-573-993,,92,,52,37780.46,KZ
10260,Audrey Anderson,B2B,,"Nov 24, 1974",2024-02-23 07:05:33.072000,Blocked,,New Customer,2025-07-04 16:10:28.661000,,440 132 2342,2025-05-18 00:00:00,,,66,,BR
10565,ALEXANDER SMITH,B2B,Female,1998-11-21 00:00:00,2023-03-10 15:43:06.855000,Blocked,Direct,  Churned  ,2025-05-30 05:17:14.341000,,,2025-08-11 00:00:00,29,,50,11621.27,MX
10346,Gabrielle Maldonado,  B2C  ,Other,2007-08-27 00:00:00,2025-05-24 17:40:40.201000,Active,Organic Search,New Customer,2025-01-25 11:29:09.422000,morgan10@example.com,02 9184 3579,2025-03-15 00:00:00,73,,79,43635.07,
10827,Alexis Peterson,B2B,Female,2002-02-07 00:00:00,2024-06-19 16:19:29.618000,Active,Referral,Occasional Buyer,2025-08-23 19:48:40.538000,kevin77@example.org,+61 403 265 513,  2025-02-27  ,,,  47  ,,
10830,Kathryn Adams,Guest,Prefer not to say,1960-12-29 00:00:00,2022-11-18 18:17:48.007000,Active,Referral,Churned,  2025-08-31 23:54:30.880637  ,  henrychristine@example.net  ,+44(0)114 496 0640,2025-02-02 00:00:00,,2794,50,,
10740,Brittney Kerr,  Guest  ,,03-05-2001,2022-05-08 01:07:53.951873,Inactive,,Churned,2025-07-22 15:23:48.780000,,522.472.0028x39482,2024-10-10 00:00:00,,,,,BH
  10676  ,  Tina Oconnor  ,Guest,Female,1986-02-04 00:00:00,2023-11-22 17:16:14.682000,Active,Direct,High Value,2025-03-30 06:52:13.269000,mohammedrose@example.com,,2025-06-23 00:00:00,,,,6329.01,
10391,Pamela Ramos,B2B,Prefer not to say,2003-11-24 00:00:00,2020-11-20 14:28:02.648000,Inactive,Twitter,At Risk,2025-02-02 16:44:46.938000,nowen@example.com,168.740.9038,2025-01-23 00:00:00,48,4343,,21736.72,CA
10301,Theresa Dennis,B2C,Other,1996-08-02 00:00:00,2023-03-21 23:09:29.154000,Active,Instagram,New Customer,2025-05-26 23:59:04.720000,,01632 960 881,2024-09-19 00:00:00,24,,75,9139.22,PH
10428,Scott Taylor,B2C,Prefer not to say,2002-11-13 00:00:00,2025-04-09 09:21:49.978000,Active,organic search,At Risk,2025-01-24 18:43:02.530000,barbarapennington@example.net,,2025-04-11 00:00:00,,2276,,16318.32,CO
10705,Maria Garcia,Guest,Prefer not to say,,2022-04-30 15:50:39.108000,  Blocked  ,Direct,At Risk,2025-01-25 16:16:58.193000,johnsondiana@example.net,548 942 0466,2025-02-05 00:00:00,69,,30,4279.9,  NR  
10449,Douglas Gould,Guest,Prefer not to say,1990-10-23 00:00:00,2024-11-04 22:33:34.720000,Inactive,Email Marketing,New Customer,2025-08-10 13:08:05.952000,foneal@example.com,(741)651-3152,2025-05-24 00:00:00,15,,73,883.52,ZM
