addr_id,customer_ref,address_category,street_line1,city_name,state_region,zip_postal,country_name,default_flag,record_created,latitude,longitude,street_line2,address_verified,last_modified
50609,CUST_01190,Both,Camino de Estela Orozco 70,Blakeland,Córdoba,12184,Saint Kitts and Nevis,True,2025-02-13 18:14:08.381000,32.0538975,1.130959,,False,
50863,CUST_01203,Billing,74653 Daniel Orchard,Sainte Audreydan,South Australia,V8C7V3,Taiwan,False,2024-11-13 03:58:21.053000,-6.679879,-67.310719,Apt. 18,,
51237,CUST_01020,Billing,00/230 Jeffrey Front,Patrickmouth,Badajoz,BT5 4EW,Seychelles,FALSE,2025-03-27 02:25:12.027000,-86.7861915,-142.714458,,,
51097,CUST_01168,Shipping,97 Allen Underpass,Aue,Thüringen,46244,Sri Lanka,True,2025-03-20 02:46:21.193000,14.965848,140.813394,,,2025-08-04 10:47:44.517000
50074,CUST_01470,Billing,Cuesta Amancio Paniagua 895,Raymondfort,Vizcaya,5125,Bahrain,False,2024-08-15 07:17:42.601000,  2.479982  ,115.97878,Apt. 91,True,
51246,CUST_01102,Billing,Apt. 047 86 Greene Ridgeway,South Alexanderbury,Zaragoza,03824,Uruguay,False,2025-04-14 21:29:55.547000,-70.722042,81.073123,Level 8 ,True,
50421,CUST_01138,Billing,Süßebierstr. 0/8,Asturias,Tasmania,02727,Iraq,False,2025-04-10 13:47:23.323000,,,,False,
50591,CUST_01205,Shipping,"493, boulevard Charlotte Moreau",New Travisview,New Hampshire,2664,Burkina Faso,False,2025-05-21 07:16:35.794000,37.1704745,-60.09884,Apt. 629,,
51026,CUST_01178,Billing,43678 Jackson Cove,North Christinafurt,Sachsen-Anhalt,N7T 9B1,Tonga,  False  ,2025-05-02 10:52:55.348000,-36.870558,-141.290534,Suite 818,False,2025-08-19 08:12:46.679000
50623,CUST_01146,Shipping,"Studio 53
Daniel plaza",  Martintown  ,New South Wales,94728,  Sudan  ,False,2023-12-10 00:18:52.926000,,,Piso 3,False,
50785,CUST_01121,Both,9900 Duncan Views Apt. 186,Nauen,Bayern,46577,Lesotho,False,2024-03-23 02:25:35.913790,,,,False,
51215,CUST_01400,Biling,Suite 965 15 Goodwin Gate,Port Charlesshire#,  Wisconsin  ,15836,Vanuatu,True,  2024-12-25 20:13:46.340015  ,-10.320582,-22.690656,,Unknown,
50185,CUST_01170,  S  ,Via Elisabet Díaz 627 Apt. 43  Suite 805  Building 92766,,New South Wales,,HR,,1740108235,-91,360,,False,
50082,CUST_01395,Shipping,Pohlstraße 98,Brittneyhaven,Teruel,38586,Angola,False,2024-05-08 23:39:52.815000,,,Flat 95k,True,
50333,CUST_01485,Both,Rosenowstraße 1/8,West Sheila,Queensland,54668,Armenia,False,2025-04-25 15:24:38.524000,76.6259195,170.608299,,False,2024-09-09 11:03:01.153000
50194,CUST_01248,Billing*,Birthe-Gieß-Straße 5,Justinborough,Valencia,  L43 3JZ  ,  Cape Verde  ,False,2023-11-26 22:57:23.524000,,,,True,2025-05-14 02:17:52.810000
50999,CUST_01021,Both,"30, chemin Foucher",North Tonya,Berlin,SG9 9SD,San Marino,False,2024-11-18 15:55:12.761000,64.580274,-107.560294,,  True  ,2024-12-17 21:01:45.261000
  50874  ,CUST_01354,billing,8464 Theresa Crossing,Lake Ann,Florida,2670,Cambodia,False,2024-07-12 14:28:56.870000,-53.9435065,93.326419,,False,
50096,CUST_01244,Billing!,"54, boulevard Maury",Shellyfurt,Sachsen-Anhalt,2634,Colombia,False,2024-10-06 23:13:52.453000,,,Studio 68F,True,
50544,CUST_01107,Both,50702 Williams Lane,North Stephen,Mecklenburg-Vorpommern,55535,Bouvet Island (Bouvetoya),False,2024-08-14 06:45:11.321000,54.0766105,-107.841653,Puerta 8,True,2025-04-17 14:25:14.698000
50104,CUST_01304,Both,Ruben-Kramer-Straße 0/0,Segovia,Brandenburg,06335,UNITED ARAB EMIRATES,True,2025-01-27 17:23:13.156000,37.6411365,-155.002234,Flat 7,False,2025-05-17 05:49:45.168000
50639,CUST_01380,Both,6267 Matthew Land Apt. 437,Atkinsonport,Northern Territory,  N2R 2C2  ,Venezuela,False,2023-12-28 15:04:11.690000,  42.2443175  ,167.876117,93/,,
50381,CUST_01301,Both,"77, boulevard Gilbert Perrin",Lake Reginaside,Victoria,  46923  ,India,True,2025-04-29 03:53:50.264000,52.2943225,-145.676949,,,
51032,CUST_01257,Billing,2538 Christine Mall Suite 414,Jeffreyfurt,Hamburg,L6R4S6,Monaco,True,2025-02-01 10:32:32.702000,,,,,2025-08-13 10:48:02.254000
50080,,Both,,South Williamside,,SW1A 1AA,,,2025-05-04 21:29:34,,,Apt. 58,,
50624,CUST_01313,Both,"Flat 37
Kyle forges",North Johnport,Palencia,40303,Líbano,True,2024-02-12 21:32:37.661000,,,,,
51166,CUST_01204,Shipping,471 Jason Brook Apt. 514,Ravensburg,  South Australia  ,E1L 6T4,Kazakhstan,True,2024-10-23 16:06:24.256000,6.2091575,39.493975,Puerta 5,True,
50718,CUST_01074,Billing,398 Luke Inlet Suite 617,Harristown,Niedersachsen,17639,Taiwan,False,2024-09-07 21:17:09.593000,-58.7329315,59.888269,3/,False,
51083,CUST_01070,  Shipping  ,2 Mary Riverway,Lake Heatherfort,Victoria,15445,Lithuania,True,2024-12-20 22:09:59.881000,  -67.8229295  ,-160.059613,Suite 390,,
51418,CUST_01355*,Shipping,7774 Andrews Falls Suite 412,Brayport,Western Australia,60730,Andorra,False,2023-10-25 09:39:47.242000,-1.165599,142.039555,,,
50725,CUST_01383,SHIPPING,1 Katie dale,  N/A  ,Australian Capital Territory,,Montserrat,,2024-07-21 04:28:48.098000,-34.05754,-172.801063,Suite 339,,2024-11-13 13:56:21.776000
51098,CUST_01070,Both,Binnerweg 8/7,Mohamedland,Sachsen,88658,Papua New Guinea,True,2025-06-08 10:12:02.846000,,,Flat 44x,,2024-11-20 16:32:01.787000
50873,CUST_01375,Both,Adolphring 42,Sainte Susan-la-Forêt,Berlin,47189,komoren,False,2023-10-05 13:28:00.359000,77.356579,67.94158,,,
50679,CUST_01385,Both,5 Kerry glens,Neveu,Montana,21119,Malta,False,2025-02-17 21:10:12.566000,-56.773382,-154.052851,,True,
50453,CUST_01040,Both,08 Dickinson crossing,  Webbburgh  ,South Australia,41157,Lettland,True,2025-01-02 19:03:51.826000,26.059062,161.555755,,False,
50358,CUST_01086,Shipping,Textorgasse 647,North Kelseyborough,Tasmania,E06 0PH,Rumänien,False,2024-02-18 03:25:14.948000,88.2703375,-90.317187,,True,
50978,CUST_01414,Billing,Friedo-Knappe-Platz 945,Port Kelly,Schleswig-Holstein,31926,Australia,False,2025-02-14 11:45:20.084000,-78.457834,68.822775,,,2025-08-10 06:31:19.082000
50910,CUST_01126,Work,Alameda Rosa Granados 3,rhondafurt,Toledo,M4R6K4,,False,1986-09-09 18:45:11.568000,-89.1570415,-170.832402,,,
50204,CUST_01070,Billing,Vial Luis Miguel Cano 89,Lopeztown,Australian Capital Territory,03290,Finland,True,2023-12-10 08:39:30.227000,-87.797732,-131.575862,,,2024-09-14 15:21:56.106000
51465,CUST_01136,Shipping,Möchlichenring 877,Gregoryport,Alaska,B51 9UF,South Georgia and the South Sandwich Islands,False,2025-04-19 13:36:16.640000,,,Flat 0,False,
50102,CUST_01234,BILLING,544 Lee Rapids Studio 84a Building 64,123,New South Wales,,,,1757202092,180,999,,,
50906,CUST_01350,Both,11375 Matthew Expressway Apt. 072,Labbédan,New Mexico,PH03 1SE,Antarctica (the territory South of 60 deg S),False,2025-01-26 05:49:40.308000,75.240668,-96.984335,,False,
  51188  ,CUST_01280,Shipping,789 Megan Valleys,Carlier,Schleswig-Holstein,R3P6J6,France,False,2023-11-28 22:02:55.518340,52.8944955,3.936733,,False,
50170,CUST_01110,Both,Leni-van der Dussen-Platz 7,  east kylehaven  ,Missouri,56666,Moldova,False,2023-12-14 00:47:42.307000,,,,  False  ,2025-07-15 06:14:54.638000
  50111  ,CUST_01442,Both,796 Stephens Turnpike Suite 891,Rasmussenmouth,Badajoz,13425,Cyprus,False,2025-03-08 13:59:59.648000,65.831693,128.827155,Apt. 529,True,
50756,CUST_01179,Shipping,8 Wilson trace,Jeremystad,Valladolid,07572,Haïti,False,2024-12-17 06:49:44.694000,-18.937862,-86.139703,,True,2024-10-25 23:34:41.597000
50355,CUST_01431,Shipping,Apt. 147 46 Robert Crossway,Bartlettburgh,Montana,32484,Vereinigte Staaten,True,2025-01-31 22:18:11.979714,-31.6810905,40.803278,Puerta 6,True,2025-03-30 04:12:45.697000
51476,CUST_01019,Both,Vial Alfonso Losada 84,  Lake Jamie  ,Bremen,06187,Guyana,False,2025-06-07 02:46:43.729000,,,,True,
50787,CUST_01361,Shipping,501 Kelly light,Davidfurt,  South Australia  ,60712,États-Unis,False,2024-11-08 05:51:21.593000,-39.864268,127.456399,,,2025-06-20 19:40:49.589000
50573,CUST_01418,Billing,"  15, rue de Brunet  ",South Jessicaberg,Berlin,L57 7DJ,Mayotte,False,2024-10-20 19:00:46.533000,56.8673075,  -149.55237  ,Suite 257,,2025-05-17 08:45:27.803000
51471,CUST_01172,  Shipping  ,  591 Harris prairie  ,Auerbach,Madrid,E4K7S6,Oman,False,2025-07-29 16:55:28.117000,-81.8292275,-145.164855,Unit 51 ,,2024-12-04 22:51:11.678000
50180,CUST_99999,,,,,,USA,Yes,,,,Suite 283,Unknown,2025-06-04 04:22:01.824000
51369,  CUST_01215  ,Both,Rotraud-Eberhardt-Allee 39,Susanshire,Palencia,06231,Guinea Bissau,False,2025-01-06 03:32:42.798000,25.5547005,173.317645,Apt. 30,,2025-03-12 16:04:54.198000
50670,CUST_01455,Shipping,boulevard Élise Morin,Martinberg,Australian Capital Territory,2920,Eritrea,True,2025-04-18 12:03:48.796000,,,,,2025-05-22 11:35:22.598000
50795,CUST_01460,Both,"87, avenue Isabelle Pereira",Hubert-les-Bains,Utah,85928,Netherlands Antilles,True,  2024-07-09 16:34:09.641585  ,-70.1283845,-19.723645,,False,
50075,CUST_01219,Bil%,Stjepan-Paffrath-Gasse 824,,Nordrhein-Westfalen,,Benin,,2024-01-31 10:00:07.699000,,,Flat 53,,
  50820  ,CUST_01400,Shipping,,Mahenec,,T7M4C7,Japan,False,2025-09-02 15:23:23.431000,,,,,2025-07-19 14:26:41.787000
50191,CUST_01495,Both,Traudel-Wohlgemut-Platz 7/0,New Gavin,Mississippi,AB2B 6QR,Namibia,False,2024-09-22 05:20:51.462000,-71.580719,115.060308,Studio 84m,False,2025-06-01 11:26:55.562000
50321,CUST_01352,Both,5626 PHILLIP CAMP,ROCHLITZ,South Dakota,66845,Algeria,False,2024-04-01 09:30:46.201000,  73.853286  ,36.8626,,,
50090,CUST_01207,,,Kehl#,Queensland,  N/A  ,Great Britain,0,,,,,Pending,
50164,CUST_01179,Both,"  Studio 3
Kelly mills  ",Ávila,León,V7A 7E1,Mongolie,False,2025-05-05 07:58:01.299000,72.1895805,162.275673,,True,2025-07-31 08:47:22.645000
51376,CUST_01024,Billing,57231 Marco Harbor,West Derek,Sachsen,03218,mali,True,2025-03-07 07:42:08.072000,76.242393,142.231758,,True,
  50774  ,CUST_01295,Shipping,Alameda Gilberto Roma 1,Garmisch-Partenkirchen,Almería,38323,  Cook Islands  ,False,2023-10-04 00:03:23.827000,25.477703,-11.4708,,,2024-09-14 15:11:56.210000
51267,cust_01112,Shipping!,631 Larsen Tunnel Suite 968,Albertborough,Kentucky,L7C2A7,Estonia,False,2024-08-14 04:33:07.452000,56.725616,-24.226978,,True,
50399,CUST_01026,Billing,Pasaje Maricela Vergara 78,Jamietown,Queensland,89109,Panamá,False,2024-09-12 01:13:20.387000,,,,False,2025-03-20 00:57:24.429000
51173,CUST_01344,Both,Calle de Celestino Velasco 5 Apt. 33 ,Lake Laura,La Coruña,15544,Turkmenistan,  False  ,  2024-05-19 01:47:15.356755  ,  -48.596231  ,-158.040417,Apt. 153,False,2025-07-31 12:28:17.763000
50392%,CUST_01177,Both@,24376 Evans Meadow Apt. 841,Martinstad,Álava,E1J 3M7,Samoa,True,2025-06-29 04:23:32.073000,,,,,2025-05-10 14:04:57.598000
50367,cust_01323,SHIPPING,Gabriele-Krause-Straße 37,Bazin-les-Bains,Mecklenburg-Vorpommern,74778,Costa Rica,False,2023-12-04 06:59:48.206000,,,Suite 024,True,
  50628  ,CUST_01052,Billing,  Rambla de Jenaro Recio 92 Apt. 31   ,Saint Sébastien,Las Palmas,B39 1EL,Dinamarca,True,  2023-12-09 16:50:46.791218  ,58.562557,18.0681,,,
50360,CUST_99999,,,,,,U.S.A.,1,,,,,,
50474,CUST_01264,  Billing  ,Pasaje Albino Diaz 7,Albacete,  New South Wales  ,S6F 6XJ,Guyana,True,2024-05-13 01:17:32.788000,0.3662415,146.824163,Suite 120,False,2024-10-18 14:59:33.972000
50263,CUST_01109,Billing,Gino-Zimmer-Gasse 8/1,Gonzalezmouth,New South Wales,E4K 7S4,Latvia,False,2024-08-28 20:56:04.814000,-51.0926235,147.187147,Apt. 799,,
50524,CUST_01280,Shipping,"44, rue Guillon",Woodsburgh,bremen,64421,Inde,True,2025-06-03 04:27:39.013000,84.047243,101.984398,Apt. 904,,2024-11-12 07:41:40.501000
51329,CUST_01459,Shipping,Ingmar-Mosemann-Ring 972,Soria,Rheinland-Pfalz,55139,Burundi,False,2025-08-07 11:53:44.085000,-83.5773515,-13.132991,Studio 58,False,
50391,CUST_01379,Both,Stefani-Jäkel-Allee 797,Michaeltown,Hamburg,2960,  Jersey  ,False,2024-02-01 07:47:07.092000,48.0613465,40.503113,Suite 097,True,
51138,CUST_01484,Shipping,Cuesta de Pía Aguiló 79 Puerta 6 ,Sullivanton,Schleswig-Holstein,72518,Costa Rica,False,2023-10-07 12:20:24.464000,,,Suite 359,True,2025-06-27 18:51:18.717000
51020,CUST_99999,,,,,,United Kingdom,F,,,,,FALSE,2025-07-03 15:49:58.201000
51304,CUST_01158,Billing,5847 Levy Freeway Suite 019,Sydneychester,Western Australia,J4L 9R1,Cape Verde,FALSE,2024-03-31 16:19:08.593000,-13.1354515,-21.834625,Studio 93A,False,2025-04-17 21:11:07.880000
50292,CUST_01119&,Both,Glorieta de Ovidio Benítez 58 Piso 8 ,South Richard,Sevilla,36885,Turkmenistan,FALSE,2024-12-11 15:35:22.710000,-39.926336,  88.00791  ,,True,
50962,CUST_01346,Billing,"633, avenue de Alexandre",Melsungen,Tasmania,  29431  ,Gabon,False,2024-03-08 11:51:06.849000,  -43.6501675  ,100.92163,Puerta 7,false,
50511,CUST_01038,shipping,Flat 20 94 Zachary Round,Mallersdorf,  New Jersey  ,  E6V 1T6  ,Jamaica,FALSE,2025-01-15 02:14:30.905000,,,,  False  ,
50248,CUST_01319,Both,847 Alexandra Ridge,Salamanca,Michigan,97411,  Korea  ,False,2025-07-02 21:03:14.011000,,,Apt. 718,,2025-06-04 06:43:59.947000
51187,CUST_01026,Billing,Trommlerallee 288,Lake David,Northern Territory,35084,Republik Korea,False,2024-05-02 10:26:14.635000,,,91/,True,2025-06-30 07:38:22.779000
50336,CUST_01013,  Both  ,"flat 3
leonard springs",Erkelenz,South Carolina,33750,Lithuania,False,2025-02-07 10:45:17.485000,-88.084605,162.757775,,,2024-10-19 18:49:18.283000
50845,CUST_01256,Both,3285 Amy Field,  Cuenca  ,Queensland,90101,Micronesia,False,2024-01-06 05:48:41.930000,75.341329,174.326619,  Apt. 505  ,False,
50309,CUST_01433,Billing,Peukertplatz 7/6,Robinnec,Hamburg,0961,Malaysia,False,2025-08-20 23:27:53.906000,-29.8086615,-96.747592,Level 9 ,  True  ,
50793,CUST_01128,Billing,204 Ricky harbors,Dianaberg,California,2979,Sahara Occidental,False,2025-02-03 03:53:36.551000,,,,True,2024-10-25 11:26:56.231000
50970,CUST_01198,Shipping,328 Miller Knoll Suite 340,Sainte DanielleVille,Saarland,94180,Slowakei,False,2023-11-18 17:40:21.178000,,,,False,2025-02-21 07:27:56.014000
50940,CUST_01321,Shipping,,Nicholeland,,2945,Malawi,False,2024-07-28 10:35:55.191000,,,,True,2025-07-11 13:31:56.723000
50337,CUST_01419,Shipping,83999 Cameron Crossroad Apt. 249,Tarragona,Schleswig-Holstein,56483,Russische Föderation,False,2023-10-17 21:45:53.221000,  26.111265  ,38.439833,Studio 43,,
50994,  CUST_01024  ,Billing,"Studio 7
Collins passage",Barcelona,Western Australia,82659,Mali,False,2024-05-07 22:54:48.543000,-12.1206725,28.269857,,,2024-09-27 07:59:05.796000
50601,CUST_01262,Shipping,91009 Mercedes Harbor,North Lauraborough,Victoria,14604,Argentina,  TRUE  ,2024-04-17 15:55:43.459000,32.6555805,-70.1208,Suite 769,False,2025-08-11 01:35:11.753000
50691,CUST_01337,  Shipping  ,280 Clayton Key,LeblancVille,Victoria,97255,Royaume-Uni,False,2024-07-23 03:45:46.574000,-64.9019845,115.608612,Flat 29 ,True,2025-04-06 12:18:41.033000
50110,CUST_01416,Both,C. de Lisandro Pozo 41,ArnaudVille123,Teruel,TR41 7FN,El Salvador,False,2023-12-31 14:53:46.712000,,,,,2025-06-24 11:08:55.101000
50436,CUST_01085,Both,Gustav-Cichorius-Platz 8,Charlesmouth,Cuenca,29712,Tokelau,False,2025-03-13 02:22:34.469000,20.9427415,59.863045,Apt. 401,false,
50305,CUST_01299,Both,Ronda de Teodora Cózar 37 Puerta 7 ,South Elliotburgh,Las Palmas,65369,Kenya,False,2025-09-01 08:01:25.996000,,,Apt. 203,,2025-03-05 11:26:00.985000
50619,CUST_01024,Shipping,Lydia-Winkler-Allee 3,Vohenstrauß,Hessen,31322,Maurice,False,2023-12-04 15:24:50.405000,,,,,2025-07-26 06:22:25.621000
50915,CUST_01274,Billing,Hänelweg 7/6,Jüterbog,  Queensland  ,55839,Timor,False,2024-11-26 16:51:04.986000,  -81.890688  ,-38.67075,,True,2025-08-10 17:50:21.423000
50582,CUST_01461,Both,447 Morgan Groves,Staffelstein,Michigan,05233,  Senegal  ,False,2025-02-27 15:54:32.951000,-8.7417775,-72.817807,,False,2025-01-26 01:25:42.040000
51314,  CUST_01332  ,Billing,945 Schofield manor,  Forchheim  ,Colorado,BL3H 1JW,Bermuda,True,2025-03-17 14:34:48.925000,  56.109889  ,-46.989634,Apt. 760,,
  50169  ,  CUST_01316  ,Billing,"Flat 44
Benjamin spurs",Badajoz,Victoria,M0G 6PX,American Samoa,False,2024-03-11 14:55:23.268000,28.934047,-58.909574,Apt. 805,False,
51460,CUST_01223,Billing&,,Port Fionaville,,42999,Macao,  False  ,2024-04-09 00:03:30.581000,,,,True,2024-09-11 18:14:51.252000
51082,CUST_01125,Billing!,9656 Carrillo Lodge Suite 099,Parsberg,Queensland,A3A3P5,Peru,False,2025-01-20 07:40:15.621000,,,,,  2024-11-19 22:48:18.840320  
51294,CUST_01380,Billing,  Hörlegasse 3  ,Foucher,Pontevedra,2612,  Vereinigte Arabische Emirate  ,False,2024-07-07 04:29:38.373000,,,Studio 8,False,
51135,CUST_01299,  Shipping  ,237 Ellis meadows,Brunel-les-Bains,Tasmania,S19 1DX,Egipto,False,2025-01-16 09:59:30.068000,,,,True,
51018,CUST_01075,Both,"262, rue de Legros",Stevensfurt,La Rioja,  2302  ,San Marino,False,2025-07-09 14:36:57.763000,,,,True,
51233,CUST_01205,shipping,3377 Norton Brook Apt. 167,Bützow,Victoria,49151,Mexico,False,2025-01-13 20:27:47.345000,,,,True,
51454,CUST_01037,Both,"70, chemin de Dumas",north kristiland,Maryland,TF97 9HQ,Tajikistan,False,2023-12-28 18:42:24.159841,-61.3299615,101.627173,Puerta 4,,2024-10-05 04:41:30.009000
51189,CUST_01372,Shipping,  7380 Thomas Ford  ,Roussel-sur-Mer,Toledo,3418,Guinea,True,2024-09-06 19:38:58.721000,-20.1609375,-107.7484,,True,
50371,CUST_01280,Both,435 Montgomery Shoals,Málaga,  Sevilla  ,N0 0PT,  New Caledonia  ,True,2024-06-28 08:02:06.567000,  -68.1576125  ,49.7358,,True,
50209,CUST_01184,Billing,"57, boulevard de Renard",De Sousa,  Wyoming  ,20959,Gibraltar,  False  ,2023-10-26 07:00:30.182000,14.016281,101.357815,Apt. 744,True,
50728,CUST_01322,Both,Plaza Juan Antonio Benavides 30,  Voisin  ,Western Australia,H2B 7T7,Rumania,False,2024-07-07 05:29:53.114000,-56.0475385,-28.92518,Apt. 615 ,False,
51310,CUST_01349,Shipping,Cuesta Ernesto Ángel 16 Puerta 3 ,New Pamelamouth,South Australia,2406,Papua New Guinea,True,2024-02-23 05:56:00.534000,-18.6069635,  159.997845  ,,False,
50646,CUST_01376,Billing,332 Becker Walks Suite 868,Raymond-sur-Pierre,Vizcaya,79848,Mongolia,True,2024-04-04 19:59:50.395000,19.343504,156.641,,False,2024-10-02 04:46:02.624000
51177,CUST_01354,Shipping,"23, chemin Laure Allard",Sevilla,Cuenca,2616,Hong Kong,True,2024-04-30 05:16:51.704000,39.227191,14.156545,Studio 38,False,
,,,,,,,,,,,,,,
  50171  ,CUST_01157,Billing,  2025 Kim Road Suite 798  ,Port Jasminehaven,Northern Territory,09905,  Cayman (Îles)  ,True,2024-10-10 17:33:06.162000,,,,,2024-10-12 20:15:49.572000
50896,CUST_01499,Billing,4 Miles center,New John,Western Australia,04383,Saint Kitts and Nevis,False,2025-07-03 20:12:01.336000,-55.867824,156.696823,,,2024-10-04 08:00:21.681000
50615,CUST_01205,Shipping,2537 Jacob Mountains,  Lewisburgh  ,Navarra,22821,Malaysia,True,  2024-10-27 14:07:51.798564  ,78.293176,42.000748,,True,2025-04-25 18:21:23.533000
51298,  CUST_01064  ,Both,1749 Lauren Pike Suite 968,Sainte RichardVille,Indiana,23112,Italie,False,2024-04-03 22:11:04.189000,,,,,2025-05-13 09:00:53.215000
51467,CUST_01417,Billing,2 Dunn Motorway,Sainte Nathalie,Louisiana,WS3N 3DW,Nouvelle-Zélande,False,2024-11-05 20:00:26.263000,-68.352411,  48.911842  ,,True,
50318,CUST_01038,Both,rue de Guillou,Lindseymouth,Toledo,07507,Oman,True,2024-05-11 10:42:34.680000,-56.9868775,-71.610953,Apt. 135,,  2025-08-29 09:53:36.313034  
50580,CUST_01267,Both,,Barcelona,,2916,Chile,True,2023-09-24 14:21:25.764000,7.276775,134.011073,Studio 1,,2024-11-14 16:12:04.976000
50806,CUST_01356,Shipping,732 Heather Mall,Port Richard,Sachsen-Anhalt,W01 0BQ,Comoras,False,2024-07-26 22:37:31.844000,-73.1202925,17.293427,Apt. 377,,2025-05-04 07:56:44.536000
51475,CUST_01486,shipping,"Studio 1
Thomson mountains",,Segovia,,Seychelles,,2024-01-22 05:21:54.888000,-14.4223045,145.65642,,,2025-03-02 22:29:31.279000
50631,CUST_01442,Shipping,Gotthard-Schwital-Weg 162,Stevenfort,Navarra,  92513  ,Lithuanie,True,2025-07-30 01:45:25.049000,72.5422755,37.539351,,True,2024-12-10 02:15:52.295000
50494,  CUST_01322  ,Billing,boulevard Coste,Hohenmölsen,Thüringen,B33 9FF,Lebanon,False,2023-09-10 04:51:32.819000,-75.990572,94.719669,,,2025-02-16 20:29:58.358000
50584,CUST_01411,Both,Avenida Agapito Alcalde 29,Salamanca,Arkansas,31211,Jersey,True,2025-01-22 20:09:31.375000,-76.578596,  -137.366031  ,Studio 75,False,
  50428  ,CUST_01103,Billing,Callejón Celestino Cobo 2 Apt. 79 ,East Justinburgh,California,2973,Bolivia,False,2025-04-13 01:49:44.080000,-70.249602,155.910874,,True,
50894,CUST_01188,Billing,38794 Edward Lock,New Denishaven,New York,G6T4K7,Cayman Islands,False,2024-05-18 15:06:07.440000,-85.3300685,-21.806022,,,2024-11-06 12:10:12.101000
51072,CUST_01070,Billing,856 Carroll Boulevard,East Jose,Berlin,27483,Sweden,False,2025-08-17 22:44:14.096000,-89.7545375,-121.866974,,False,
51103,CUST_01255,Both,281 Clark Forks,Ceuta,Salamanca,50704,Comoros,False,2025-04-14 13:41:40.714000,-63.0033465,-103.637503,  Apt. 794  ,False,2025-05-07 03:49:14.683000
51093,CUST_01117,Both,"14, rue de Pascal",West Anthonyland,Brandenburg,29889,Uganda,False,2024-06-19 02:32:55.586000,58.024988,-78.815404,,False,
50247,CUST_01291,  Both  ,86 Cruz Elbow,Butlershire,Toledo,MK4P 0BY,Romania,False,2023-12-01 16:28:28.273000,,,,False,2025-08-26 12:39:12.267090
50599,CUST_01141,  Billing  ,"Flat 70P
Kirsty ville",Port Henry,Hessen,2985,India,False,2025-03-13 16:49:08.295000,38.896149,140.372551,Apt. 804,False,
50956,CUST_01223,Billing,rue de Durand,South Kevinburgh,  Cantabria  ,44359,Norfolk Island,True,2024-01-22 08:14:03.949000,-0.340444,80.142394,,,2024-10-08 22:16:20.452000
50772,CUST_01232,Both,Eva-Marie-Kuhl-Platz 6,South Georgeberg,Thüringen,G8K 4AB,Libyan Arab Jamahiriya,True,2024-12-29 06:11:58.052000,48.7033275,-93.607936,,,
,,,,,,,,,,,,,,
50314,CUST_01191,Shipping,"74, chemin Petit",Pettyfort,Bayern,2997,Norfolk (Îles),False,2024-11-29 16:58:23.065000,40.9700605,-147.409421,,,2024-09-16 05:00:46.359000
50841,CUST_01026,Billing,21215 Dixon Creek,Pinneberg,Victoria,53648,Iran,False,2025-06-23 19:12:52.354000,,,,,2025-06-15 03:36:51.593000
51106,CUST_01104,Shipping,avenue Luc Hoarau,Paulberg,Texas,P7S5H2,  Sao Tome and Principe  ,False,2023-10-01 00:30:57.309000,51.1216365,94.429083,,,2025-05-06 11:53:16.039000
50997,CUST_01436,Both,"Studio 6
Bailey center",Laporte-les-Bains,Bayern,S5R 6P2,China,False,2025-05-31 09:14:52.375000,,,5/,,2024-10-04 08:35:45.817000
50153,CUST_01058,Both,Gerdi-Oestrovsky-Ring 6,Doyleshire,tasmania,87584,Croacia,False,2025-01-02 09:30:57.988000,-41.3767135,-127.599754,,  False  ,2024-10-25 23:49:07.439000
50513,CUST_01254,Both,793/8 Williams Green,Lake Saraport,La Coruña,24609,Gibraltar,  False  ,2024-12-29 22:46:49.678000,26.3493965,-77.112106,Apt. 291,True,2024-12-13 13:56:30.790000
50412,CUST_01153,Shipping,Gehringergasse 6,Anthonyport,New South Wales,28276,Albanie,False,2025-07-05 12:43:37.933000,58.0935275,162.73246,Flat 11e,True,
51089,  CUST_01384  ,Both#,Vial Ileana Romeu 515,Tarragona,Schleswig-Holstein,01245,Jamaica,False,2024-02-17 22:30:51.207000,,,,False,2025-07-21 12:34:51.181000
51268,cust_01373,Both,Via Narciso Bustamante 56 Apt. 96 ,Melilla,Pennsylvania,CB1 0PA,Pakistan,False,2024-07-04 00:26:04.405000,21.5892475,-75.233938,,False,
50817,CUST_01249,Billing,21241 Ashley Terrace Suite 967,Jourdan-sur-De Sousa,Alicante,66585,Barbados,False,2024-07-17 11:18:46.619000,,,,False,
51426,cust_01309,Billing,47832 Greene Mews Suite 379,Melilla,Utah,74499,Georgia,False,2024-09-28 14:25:47.122000,,,,,2024-10-11 12:24:49.364000
,,,,,,  null  ,,,,,,,,
50521,CUST_01399,Billing,Urbanización Óscar Becerra 1 Puerta 6 ,Rosarioside,Virginia,40778,Montserrat,False,2023-09-27 08:22:51.517000,-73.951246,33.887618,piso 6,,2025-07-06 14:30:49.281000
50361,CUST_01441,Billing,Paseo Máxima Duarte 61 Puerta 6 ,Hohenstein-Ernstthal,Tasmania,44671,Bangladesh,True,2023-09-22 21:56:28.937000,30.5037805,94.355071,,,2025-06-07 04:51:14.103000
50234,CUST_01115,Shipping,"958, rue Verdier",Guipúzcoa,Santa Cruz de Tenerife,21684,Irlande,False,2024-11-17 19:08:57.234000,,,Suite 124,,
