customer_id,gender,date_of_birth,account_status,city,state_province,postal_code,country,account_created_at,last_login_date,is_active
474,Male,1949-11-11,Inactive,Fairview,MD,79191,US,2024-02-27 03:02:11,2024-05-30,False
1,Male,1953-07-23,Active,Clinton,NE,68878,US,2023-04-05 03:43:47,2025-03-20,True
158,Male,2000-03-17,Active,Fairview,NS,,CA,2020-05-19 14:40:17,2025-02-24,True
333,Female,1954-10-15,Active,Georgetown,WY,17458,US,2025-05-21 03:44:34,2025-08-17,True
129,Male,1963-12-13,Active,Salem,AL,22805,US,2022-05-04 18:25:29,2025-01-14,True
69,Prefer Not To Say,1980-10-27,Active,Madison,ID,46681,US,2024-01-28 04:05:57,2025-07-08,True
254,Male,1961-11-11,Closed,Colorado Springs,CO,62847,US,2020-01-06 11:30:36,2020-08-17,False
312,Male,1990-05-24,Blocked,Lowell,MA,84518,US,2015-04-15 20:27:41,2018-12-02,False
437,Other,1957-11-15,Active,Hamilton,ON,,CA,2020-01-23 18:49:04,2025-09-20,True
36,Male,2000-12-27,Active,Springfield,NM,93318,US,2015-12-17 16:23:04,2025-03-31,True
182,Male,1966-07-03,Closed,Bristol,NE,19012,US,2017-04-23 07:18:42,2023-03-10,False
324,Male,1971-04-23,Inactive,Grand Rapids,MI,43387,US,2017-01-19 20:51:31,2021-04-04,False
426,Other,1964-03-18,Inactive,Toronto,ON,,CA,2023-09-28 12:30:12,2024-08-26,False
451,Male,1988-12-24,Blocked,Springfield,RI,10435,US,2017-07-11 10:00:31,2018-06-11,False
26,Male,1993-07-22,Active,Salem,IN,69186,US,2021-02-24 22:20:24,2025-02-23,True
110,Female,1969-12-06,Active,Syracuse,NY,91785,US,2016-03-28 03:33:42,2025-11-20,True
165,Female,1978-02-16,Active,Cambridge,MA,31538,US,2025-04-18 13:57:29,2025-04-26,True
116,Male,2001-11-12,Active,Clinton,UT,28102,US,2021-11-13 20:43:14,2025-05-26,True
133,Female,1946-09-13,Inactive,Springfield,IN,87736,US,2024-01-09 06:27:21,2025-12-03,False
58,Male,1967-07-18,Active,Springfield,MD,25084,US,2019-08-31 02:07:53,2025-10-13,True
123,Prefer Not To Say,1959-07-29,Active,Springfield,UT,23884,US,2021-01-31 11:35:20,2025-08-08,True
184,Other,1990-08-20,Active,Salem,NJ,55043,US,2016-05-11 11:04:48,2025-11-02,True
239,Male,2000-07-20,Blocked,Sacramento,CA,88400,US,2025-03-25 01:15:31,2025-05-01,False
438,Female,1981-10-21,Active,Aurora,IL,10197,US,2017-01-14 05:01:23,2025-07-29,True
174,Female,1964-05-01,Inactive,Lethbridge,AB,,CA,2025-06-20 18:54:14,2025-11-01,False
275,Female,1945-08-15,Active,Surrey,BC,,CA,2018-07-30 20:04:12,2025-04-24,True
407,Male,1991-12-14,Active,Bristol,LA,25147,US,2020-11-07 14:26:37,2025-03-16,True
467,Female,1989-07-07,Closed,Clinton,HI,74443,US,2018-01-06 16:27:17,2023-01-19,False
139,Female,1943-01-28,Active,Allentown,PA,95951,US,2018-04-15 13:43:34,2025-10-19,True
478,Female,1942-06-05,Blocked,Fairview,IA,53253,US,2018-07-19 07:02:09,2019-09-05,False
66,Male,2005-08-29,Active,Madison,YT,,CA,2022-03-28 08:52:04,2025-03-07,True
87,Male,1969-03-15,Inactive,Franklin,MB,,CA,2022-12-25 23:59:35,2024-03-15,False
212,Female,1976-01-31,Active,North Las Vegas,NV,64256,US,2020-01-04 23:50:50,2025-04-25,True
40,Female,1993-10-09,Inactive,Aurora,CO,35729,US,2017-01-15 04:27:32,2017-08-29,False
175,Male,1974-11-24,Active,Salem,MO,22560,US,2018-07-07 22:04:50,2025-10-21,True
306,Other,2000-10-22,Closed,San Francisco,CA,84961,US,2025-03-30 10:55:32,2025-04-28,False
372,Female,1951-12-27,Active,Georgetown,WY,62716,US,2022-10-22 18:33:30,2025-03-12,True
386,Female,1957-06-17,Inactive,Henderson,NV,13448,US,2017-05-13 23:44:32,2024-11-16,False
326,Female,1981-01-24,Active,Salem,NU,,CA,2017-05-24 07:06:54,2025-11-13,True
348,Female,2008-01-02,Inactive,Clinton,NU,,CA,2024-07-09 07:02:30,2025-04-19,False
490,Male,1990-11-14,Active,Franklin,NU,,CA,2016-10-13 05:11:55,2025-06-28,True
15,Female,1985-01-06,Active,Bellevue,WA,45179,US,2016-03-08 13:23:40,2025-05-04,True
144,Male,1949-07-08,Active,Albany,NY,54605,US,2021-09-18 05:34:20,2025-07-17,True
459,Male,1974-07-13,Active,Madison,SD,98661,US,2025-10-20 03:02:12,2025-12-24,True
74,Male,1956-01-14,Inactive,Quebec City,QC,,CA,2025-11-25 06:51:12,2025-11-29,False
106,Female,2003-04-18,Inactive,Fairview,NJ,69345,US,2023-12-18 08:18:41,2025-06-14,False
422,Male,1969-08-07,Closed,Springfield,HI,79341,US,2016-10-02 06:23:52,2024-02-17,False
93,Female,1997-04-04,Active,Franklin,NU,,CA,2015-11-10 23:04:57,2025-12-16,True
357,Female,1994-08-13,Active,Fairview,AL,99144,US,2020-11-15 00:15:44,2025-06-14,True
53,Female,1956-03-23,Inactive,Franklin,VA,11198,US,2016-07-27 23:34:31,2018-08-20,False
492,Male,1967-12-04,Active,Bristol,MS,65079,US,2016-07-16 06:45:06,2025-06-08,True
359,Male,1960-02-19,Active,Franklin,OK,91419,US,2016-02-14 05:49:13,2025-08-16,True
491,Female,1988-06-27,Active,Georgetown,ND,11353,US,2016-08-11 14:31:42,2025-12-06,True
100,Female,1978-01-15,Active,Clinton,MN,85197,US,2025-09-18 11:33:34,2025-12-24,True
366,Prefer Not To Say,2002-03-25,Active,Raleigh,NC,34464,US,2018-01-09 03:25:30,2025-03-26,True
179,Male,1952-05-20,Active,Bristol,MS,78012,US,2024-07-19 16:37:56,2025-04-18,True
428,Male,2001-03-12,Active,Salem,HI,30748,US,2016-01-10 18:46:24,2025-02-25,True
243,Prefer Not To Say,1962-05-31,Active,Fairview,TN,11617,US,2016-06-24 00:17:51,2025-01-09,True
268,Female,1989-08-13,Active,Salem,KY,14229,US,2019-05-13 15:59:35,2025-12-19,True
417,Female,1978-09-13,Active,Salem,IA,30050,US,2020-06-17 00:32:03,2025-06-20,True
145,Male,1961-05-14,Inactive,Las Vegas,NV,35736,US,2018-06-13 04:13:08,2019-04-30,False
493,Male,1971-02-12,Active,Jacksonville,FL,83323,US,2023-12-05 06:32:52,2025-06-09,True
60,Female,1948-06-15,Active,Riverside,OR,45112,US,2021-05-04 00:50:48,2025-09-03,True
198,Female,1995-06-04,Active,Madison,MN,26841,US,2021-01-13 16:13:44,2025-11-05,True
400,Female,1950-04-19,Active,Chester,ID,77460,US,2016-09-10 03:41:42,2025-03-18,True
455,Female,1981-07-30,Active,Clinton,LA,65765,US,2025-01-29 02:29:00,2025-07-09,True
187,Other,1980-11-06,Active,Chester,IN,17087,US,2023-04-16 10:08:17,2025-07-16,True
236,Female,1972-08-09,Active,Fairview,ID,76450,US,2022-05-10 23:36:21,2025-05-04,True
249,Female,1944-08-09,Active,Madison,NJ,24367,US,2025-10-06 17:34:51,2025-11-30,True
325,Male,1996-07-05,Active,Springfield,SC,31023,US,2021-10-08 18:48:17,2025-03-18,True
389,Male,1991-05-10,Active,Madison,IA,80073,US,2018-10-16 03:24:09,2025-10-04,True
235,Female,1996-01-05,Active,Bristol,NM,48015,US,2022-08-22 14:54:42,2025-02-12,True
3,Male,1978-11-30,Active,Seattle,WA,99353,US,2021-09-08 02:24:24,2025-02-22,True
8,Female,1947-07-20,Closed,Fairview,MD,95717,US,2015-02-08 14:39:36,2016-03-23,False
234,Male,1977-03-10,Blocked,Georgetown,VT,17977,US,2022-07-07 00:29:51,2025-06-01,False
316,Male,1946-11-20,Inactive,Madison,SK,,CA,2019-06-17 21:24:01,2019-11-17,False
385,Female,1990-07-26,Active,Fairview,SC,75776,US,2015-10-06 22:36:48,2025-01-01,True
444,Female,1959-08-05,Active,Riverside,WV,76277,US,2024-11-21 16:39:57,2025-06-11,True
449,Female,1941-02-04,Closed,Joliet,IL,80957,US,2017-05-21 01:43:22,2021-10-05,False
7,Prefer Not To Say,1946-07-05,Active,Riverside,ID,87992,US,2023-05-22 10:03:03,2025-03-01,True
162,Male,2005-01-05,Active,Reading,PA,98954,US,2022-11-05 13:54:31,2025-03-04,True
227,Male,1985-05-05,Active,Cambridge,MA,39667,US,2021-11-13 01:25:19,2025-01-02,True
263,Female,1949-08-20,Inactive,Sparks,NV,61622,US,2019-05-07 04:20:48,2020-11-03,False
302,Male,1977-06-12,Active,Rockford,IL,57633,US,2019-09-21 13:29:46,2025-05-08,True
315,Male,1955-05-08,Active,Springfield,MD,25738,US,2016-02-03 01:23:13,2025-01-28,True
374,Male,1985-01-20,Active,Franklin,WV,58343,US,2016-08-13 15:54:44,2025-09-03,True
14,Male,1964-05-18,Active,Clinton,MN,95215,US,2019-04-02 10:13:29,2025-07-10,True
59,Male,1956-07-08,Blocked,Franklin,DE,58929,US,2024-02-16 21:45:51,2024-12-17,False
19,Male,2000-06-25,Inactive,Springfield,NE,34586,US,2025-08-07 12:52:48,2025-08-17,False
22,Other,1998-05-12,Closed,Madison,OR,48696,US,2025-10-15 13:44:16,2025-11-13,False
442,Female,1977-01-29,Closed,San Francisco,CA,33989,US,2018-02-28 12:47:19,2019-06-30,False
10,Other,1964-06-22,Active,Salem,VA,10221,US,2017-01-01 18:16:02,2025-10-31,True
278,Male,1994-03-27,Active,Bristol,MS,47255,US,2020-04-08 01:49:42,2025-06-09,True
388,Male,1951-08-14,Active,Georgetown,IA,59464,US,2017-11-25 02:50:37,2025-05-22,True
96,Male,1984-04-02,Active,Philadelphia,PA,40122,US,2016-11-29 07:53:26,2025-02-20,True
118,Female,1985-12-15,Active,Worcester,MA,26193,US,2016-04-08 05:49:37,2025-01-02,True
280,Female,1954-09-24,Inactive,Cincinnati,OH,19078,US,2017-02-12 04:13:19,2019-02-25,False
445,Male,2006-08-18,Active,Springfield,WI,63223,US,2022-02-16 11:57:11,2025-05-03,True
151,Female,1989-06-25,Active,Bristol,WV,45118,US,2018-07-07 06:26:25,2025-08-19,True
189,Female,1995-05-10,Active,Ottawa,ON,,CA,2020-02-09 21:09:16,2025-08-21,True
216,Prefer Not To Say,1976-10-04,Inactive,Toronto,ON,,CA,2020-08-10 06:20:48,2022-10-20,False
425,Male,1944-02-27,Active,Joliet,IL,15056,US,2020-04-07 12:05:58,2025-11-30,True
13,Female,1969-09-21,Active,Fairview,WY,12560,US,2025-01-05 17:05:08,2025-10-09,True
45,Prefer Not To Say,1961-03-19,Active,Georgetown,MT,29198,US,2025-07-23 09:49:18,2025-11-02,True
55,Male,1979-10-13,Active,Georgetown,MO,57277,US,2017-01-30 21:37:42,2025-06-14,True
215,Female,1999-08-06,Active,Franklin,ME,80984,US,2022-03-14 12:52:24,2025-10-01,True
258,Female,1999-07-17,Active,Bristol,NB,,CA,2018-11-27 05:01:55,2025-06-20,True
336,Male,2000-02-07,Blocked,Madison,HI,64499,US,2025-11-02 12:50:45,2025-11-23,False
429,Male,1960-05-20,Closed,Salem,TN,98467,US,2015-10-31 05:27:31,2021-04-03,False
27,Female,1991-06-07,Active,Madison,PE,,CA,2018-09-12 21:07:26,2025-06-27,True
104,Female,1964-08-02,Closed,Franklin,ND,13744,US,2021-12-06 04:05:41,2024-02-12,False
224,Male,1969-03-04,Active,Chester,HI,43357,US,2022-02-08 14:51:10,2025-09-23,True
62,Female,1946-09-21,Inactive,Springfield,YT,,CA,2023-12-04 17:25:13,2025-02-15,False
101,Male,1945-11-24,Inactive,Chester,DE,70302,US,2020-11-23 13:30:34,2021-01-29,False
185,Male,1976-02-08,Active,Chester,SD,94018,US,2016-11-20 02:42:48,2025-12-19,True
201,Female,1990-10-03,Active,Chester,UT,26343,US,2025-06-04 15:51:55,2025-12-23,True
329,Female,2008-04-07,Active,Madison,MO,58971,US,2023-07-12 08:33:59,2025-05-30,True
414,Male,1952-03-17,Closed,Boulder,CO,51018,US,2020-11-09 18:58:31,2024-11-28,False
462,Female,1954-08-03,Inactive,Clinton,VT,32595,US,2023-05-08 12:16:55,2025-12-19,False
479,Female,1953-04-25,Closed,Springfield,SD,98007,US,2021-02-14 02:57:28,2023-11-20,False
12,Female,1962-12-05,Active,Fairview,OK,51588,US,2016-08-27 20:44:00,2025-11-01,True
122,Male,1959-03-04,Active,Chester,CT,98698,US,2025-03-30 02:28:32,2025-12-12,True
289,Female,1957-04-03,Active,Georgetown,AR,70057,US,2015-04-09 20:21:06,2025-07-29,True
379,Male,1949-01-17,Inactive,Clinton,NH,35945,US,2016-04-19 03:24:25,2017-06-21,False
436,Female,1984-10-14,Active,Springfield,YT,,CA,2016-11-29 07:01:13,2025-08-09,True
241,Male,1990-07-05,Active,Clinton,ND,49968,US,2018-04-13 20:15:33,2025-08-11,True
322,Female,1978-02-19,Active,Clinton,RI,26688,US,2024-06-01 20:23:14,2025-08-13,True
395,Female,2004-10-27,Closed,Red Deer,AB,,CA,2023-05-11 17:08:12,2023-07-31,False
483,Male,2010-11-19,Active,Franklin,NH,83819,US,2023-12-26 10:43:00,2025-12-08,True
466,Female,2001-07-19,Closed,Boulder,CO,24357,US,2019-09-22 04:13:29,2021-11-06,False
42,Female,1949-02-12,Active,Georgetown,KY,62855,US,2025-08-07 12:32:29,2025-10-24,True
65,Male,1951-08-19,Inactive,Franklin,MS,43438,US,2023-08-26 00:21:51,2024-11-07,False
193,Prefer Not To Say,1953-03-21,Inactive,Salem,SK,,CA,2025-05-07 17:40:46,2025-09-09,False
342,Female,1961-10-23,Active,Salem,CT,15339,US,2015-07-21 08:19:53,2025-03-19,True
440,Female,1977-11-13,Active,Madison,SC,97042,US,2017-06-13 01:09:37,2025-07-15,True
180,Female,1982-10-12,Active,Aurora,CO,75767,US,2020-09-29 19:21:27,2025-05-09,True
447,Female,1953-04-14,Inactive,Riverside,MD,67392,US,2021-06-30 19:01:28,2023-01-01,False
31,Female,1946-01-29,Inactive,Springfield,OK,68947,US,2018-12-12 16:04:19,2024-02-16,False
277,Other,1968-04-11,Active,Jacksonville,FL,45940,US,2019-02-27 04:19:21,2025-06-27,True
39,Female,1966-01-16,Active,Clinton,NH,90199,US,2017-10-19 03:01:47,2025-09-20,True
369,Female,1985-06-09,Inactive,New York,NY,94319,US,2021-11-05 17:31:24,2024-11-18,False
404,Other,1982-05-25,Closed,Chester,CT,98208,US,2019-01-19 10:32:20,2024-06-30,False
68,Male,2004-04-05,Inactive,Bristol,MT,82869,US,2025-01-24 19:02:13,2025-07-10,False
86,Male,1971-05-11,Blocked,Raleigh,NC,75382,US,2016-03-17 13:02:59,2023-04-24,False
95,Male,1966-03-26,Active,Salem,HI,12942,US,2017-05-16 04:11:10,2025-06-22,True
272,Male,1964-08-03,Active,Bristol,NJ,42077,US,2023-07-02 18:48:50,2025-10-29,True
391,Female,1961-05-11,Closed,Bristol,OK,50844,US,2024-06-01 10:39:11,2024-12-20,False
423,Other,1954-09-21,Active,Georgetown,ID,70701,US,2024-02-15 14:59:34,2025-11-22,True
405,Female,1974-06-28,Active,Calgary,AB,,CA,2020-06-14 01:20:27,2025-04-10,True
44,Female,1988-01-27,Active,Fairview,WY,71814,US,2022-01-20 23:39:49,2025-06-14,True
411,Male,1962-09-19,Inactive,Allentown,PA,39494,US,2020-05-15 16:17:44,2021-10-11,False
92,Male,1945-12-02,Inactive,Fairview,ME,19149,US,2024-07-19 17:29:41,2024-10-02,False
143,Male,1998-11-20,Active,Georgetown,DE,77177,US,2017-09-29 00:07:48,2025-08-05,True
363,Male,1976-10-21,Active,Bristol,HI,39325,US,2021-01-26 04:15:37,2025-07-18,True
271,Female,1962-09-28,Inactive,Bristol,NB,,CA,2023-12-08 05:29:32,2025-09-24,False
320,Female,1945-05-30,Active,Bristol,NM,42642,US,2017-11-03 18:07:44,2025-04-05,True
469,Male,1998-10-24,Active,Franklin,AL,61259,US,2023-02-01 00:51:08,2024-12-28,True
49,Female,1947-03-26,Active,Chester,UT,27431,US,2025-06-21 15:02:18,2025-09-11,True
160,Male,1992-01-15,Active,Lowell,MA,69637,US,2024-02-12 08:22:16,2025-02-28,True
220,Male,1985-11-05,Active,Clinton,IN,65073,US,2024-09-10 10:07:50,2025-01-13,True
2,Female,1998-01-26,Active,Chester,LA,38785,US,2024-05-09 11:10:23,2025-06-26,True
284,Female,1992-04-15,Inactive,Austin,TX,53073,US,2017-03-14 04:14:32,2018-08-27,False
72,Prefer Not To Say,1948-12-31,Active,Salem,HI,74629,US,2024-03-19 22:42:40,2025-07-07,True
473,Male,1942-08-01,Active,Athens,GA,42647,US,2025-11-16 12:42:44,2025-12-07,True
127,Male,2001-01-12,Active,Chester,NJ,71503,US,2015-11-16 21:40:34,2025-03-04,True
261,Male,1960-08-14,Inactive,Georgetown,CT,11035,US,2020-03-30 08:02:59,2021-07-16,False
41,Female,1980-06-23,Inactive,Salem,NS,,CA,2019-08-30 15:29:13,2023-06-24,False
377,Male,1988-04-26,Closed,Ottawa,ON,,CA,2025-03-19 15:46:07,2025-05-13,False
488,Male,1950-01-16,Inactive,Madison,NS,,CA,2021-07-11 20:06:19,2022-11-10,False
494,Male,1969-11-11,Inactive,Madison,CT,39114,US,2023-10-01 18:38:01,2023-11-04,False
292,Male,1976-11-21,Blocked,Reno,NV,,US,2022-01-13 18:56:57,2024-03-16,False
335,Male,1968-10-15,Closed,Georgetown,WY,51936,US,2022-06-21 10:13:15,2025-01-20,False
413,Male,1979-01-13,Inactive,Bristol,MB,,CA,2018-06-30 05:25:02,2021-01-30,False
358,Female,1993-08-30,Active,Madison,WV,27046,US,2016-07-24 13:12:10,2025-10-05,True
130,Male,1946-08-21,Active,Riverside,SC,67878,US,2019-04-17 12:21:03,2025-08-14,True
266,Male,1951-01-22,Active,Clinton,SC,78623,US,2019-01-03 23:02:34,2025-06-06,True
353,Female,1962-08-10,Active,Salem,DE,43136,US,2019-08-08 19:54:39,2025-03-15,True
382,Male,1974-05-30,Inactive,Charlotte,NC,15076,US,2018-03-13 13:53:11,2020-12-15,False
194,Female,2004-06-04,Inactive,Clinton,VA,39500,US,2023-11-07 15:40:53,2024-06-15,False
301,Male,1992-04-23,Blocked,Bristol,MN,72800,US,2022-03-26 12:18:43,2025-09-08,False
331,Female,1987-02-24,Inactive,Augusta,GA,35733,US,2015-05-29 21:49:35,2023-07-31,False
396,Male,1956-09-21,Active,Georgetown,MD,47382,US,2018-06-22 04:07:42,2025-03-15,True
287,Female,1950-03-31,Active,Springfield,LA,60004,US,2023-08-27 20:38:30,2025-08-29,True
362,Female,1941-04-25,Closed,Cleveland,OH,66904,US,2025-01-23 11:26:56,2025-03-24,False
202,Male,1992-01-27,Active,Riverside,MN,10675,US,2019-06-01 06:59:19,2025-01-29,True
313,Male,1998-08-15,Active,Clinton,AR,72743,US,2023-11-09 12:44:09,2025-03-19,True
89,Female,1969-07-22,Active,Fairview,WI,79533,US,2020-11-22 07:11:33,2025-11-20,True
136,Female,1998-04-11,Active,Henderson,NV,42483,US,2025-09-07 19:57:10,2025-10-13,True
282,Male,1979-12-28,Active,Franklin,AL,77976,US,2025-08-10 20:19:14,2025-12-04,True
347,Female,1971-03-13,Active,Bristol,NB,,CA,2019-01-01 15:48:15,2025-03-28,True
403,Female,1991-10-18,Active,Salem,NJ,13063,US,2016-04-29 15:33:43,2025-01-21,True
464,Female,1953-10-29,Inactive,New York,NY,84642,US,2017-01-30 03:01:51,2019-12-05,False
222,Other,1966-06-26,Inactive,Savannah,GA,78021,US,2018-01-01 21:16:19,2022-08-27,False
397,Male,1975-02-01,Blocked,Clinton,MO,15466,US,2022-09-07 05:52:04,2025-05-06,False
452,Male,1973-11-20,Active,Bristol,OR,36140,US,2022-02-28 06:22:49,2025-10-13,True
103,Female,1975-03-24,Active,Riverside,MT,20369,US,2021-11-18 09:29:40,2025-10-11,True
226,Female,1960-05-06,Active,Clinton,RI,79109,US,2022-05-14 11:23:09,2025-07-17,True
470,Male,1991-04-13,Active,Riverside,NT,,CA,2025-08-28 04:35:44,2025-11-12,True
295,Female,1959-01-14,Active,Springfield,ND,10610,US,2017-07-17 11:41:40,2025-11-13,True
98,Male,1963-10-22,Active,Franklin,NH,23143,US,2018-06-10 18:22:49,2024-12-29,True
108,Male,1973-05-17,Active,Bristol,PE,,CA,2024-12-14 01:55:42,2025-09-04,True
484,Male,1985-04-17,Inactive,North Las Vegas,NV,69318,US,2017-01-08 17:55:05,2018-10-26,False
18,Male,1977-02-24,Inactive,Fairview,OR,12719,US,2025-07-28 08:32:34,2025-12-01,False
370,Male,1995-11-21,Active,Riverside,PE,,CA,2018-04-19 05:40:15,2025-02-03,True
97,Male,2009-05-12,Blocked,Madison,NT,,CA,2025-07-31 03:27:08,2025-10-04,False
188,Prefer Not To Say,2011-02-18,Active,Madison,YT,,CA,2025-06-21 02:23:25,2025-09-19,True
199,Female,1986-12-03,Active,Aurora,CO,53714,US,2021-10-13 05:26:52,2025-10-07,True
352,Male,1980-01-14,Active,Aurora,CO,77618,US,2020-03-29 00:02:38,2025-11-29,True
420,Male,1974-03-25,Active,Springfield,MA,85460,US,2015-04-01 17:44:58,2025-12-21,True
402,Male,1978-11-27,Pending,Madison,MS,21343,US,2018-01-05 02:04:00,1900-01-01,False
489,Male,1998-02-23,Pending,Cleveland,OH,52026,US,2020-08-24 11:47:33,1900-01-01,False
399,Female,2002-12-30,Pending,Riverside,NM,45945,US,2022-09-13 01:19:20,1900-01-01,False
170,Male,1974-09-23,Pending,,,,,2025-07-23 03:03:12,1900-01-01,False
6,Female,1946-04-20,Pending,,,,,2016-11-05 12:00:24,1900-01-01,False
433,Female,2004-06-19,Pending,Springfield,NM,82794,US,2024-02-16 12:12:21,1900-01-01,False
421,Male,1978-04-24,Pending,Springfield,VA,69350,US,2024-02-27 03:19:49,1900-01-01,False
441,Female,1978-06-19,Pending,Philadelphia,PA,79578,US,2021-01-03 15:25:19,1900-01-01,False
210,Female,1955-09-04,Pending,,,,,2018-06-13 10:30:09,1900-01-01,False
76,Male,1992-01-22,Pending,Springfield,KS,69827,US,2015-04-29 05:12:56,1900-01-01,False
290,Female,1955-04-29,Pending,,,,,2025-10-04 05:20:01,1900-01-01,False
368,Female,1955-03-31,Pending,Clinton,SK,,CA,2016-06-03 01:54:21,1900-01-01,False
499,Male,2010-05-02,Pending,Aurora,CO,10193,US,2024-12-13 23:42:09,1900-01-01,False
375,Female,1982-09-09,Pending,Jacksonville,FL,30284,US,2018-08-07 08:47:23,1900-01-01,False
350,Other,1952-05-31,Pending,Richmond,BC,,CA,2025-02-06 01:14:47,1900-01-01,False
373,Prefer Not To Say,1989-08-09,Pending,Lowell,MA,47753,US,2022-02-02 10:46:37,1900-01-01,False
259,Male,1958-06-17,Pending,Worcester,MA,86919,US,2022-05-07 19:47:01,1900-01-01,False
33,Female,1952-10-18,Pending,,,,,2021-09-12 12:09:10,1900-01-01,False
