cart_item_id,cart_id,product_id,quantity,unit_price,total_price,added_at,updated_at,item_status,cart_age_time
335,129,11,1,496.19,496.19,2025-12-23 16:09:21,2025-12-23 17:55:19,Abandoned,2475943
336,130,83,3,35.12,105.36,2025-08-06 11:43:18,2025-08-06 12:20:52,Abandoned,14501506
337,130,452,5,192.56,962.8,2025-08-06 11:45:00,2025-08-06 13:03:55,Abandoned,14501404
338,131,380,2,729.31,1458.62,2022-05-22 21:44:17,2022-05-23 07:23:28,Abandoned,115726247
339,132,487,2,424.39,848.78,2025-05-18 17:16:42,2025-05-18 17:23:41,Abandoned,21393502
341,132,32,3,112.28,336.84,2025-05-18 15:30:35,2025-05-18 17:10:04,Abandoned,21399869
342,132,19,1,219.56,219.56,2025-05-18 13:33:14,2025-05-18 15:10:23,Abandoned,21406910
343,132,218,1,500.46,500.46,2025-05-18 15:13:03,2025-05-18 15:13:09,Abandoned,21400921
344,133,200,3,899.94,2699.82,2024-11-03 23:44:00,2024-11-04 02:49:20,Active,38304664
346,134,288,2,31.48,62.96,2024-05-09 13:45:07,2024-05-09 13:45:07,Abandoned,53719797
347,134,316,1,91.48,91.48,2024-05-09 13:45:07,2024-05-09 13:45:07,Abandoned,53719797
348,134,397,3,214.11,642.33,2024-05-09 13:45:07,2024-05-09 13:45:07,Abandoned,53719797
349,134,492,4,136.92,547.68,2024-05-09 13:45:07,2024-05-09 13:45:07,Abandoned,53719797
350,135,104,3,32.71,98.13,2025-12-04 14:31:58,2025-12-04 21:45:02,Converted,4123386
351,135,257,2,298.33,596.66,2025-12-04 09:50:16,2025-12-04 14:25:06,Converted,4140288
352,135,76,3,803.23,2409.69,2025-12-03 23:15:30,2025-12-04 10:01:33,Converted,4178374
353,135,45,2,217.29,434.58,2025-12-05 05:29:38,2025-12-05 06:00:43,Converted,4069526
354,135,265,2,73.41,146.82,2025-12-05 03:04:47,2025-12-05 05:49:05,Converted,4078217
355,136,451,1,127.31,127.31,2015-11-11 21:06:45,2015-11-12 07:09:33,Active,321706099
356,136,387,5,65.89,329.45,2015-11-12 19:14:29,2015-11-14 07:13:28,Active,321626435
357,136,40,2,28.74,57.48,2015-11-16 08:00:11,2015-11-16 21:57:42,Active,321321293
358,137,415,1,158.1,158.1,2021-08-31 05:42:41,2021-08-31 05:59:35,Converted,138593543
359,137,257,2,298.33,596.66,2021-08-30 12:52:29,2021-08-31 06:44:28,Converted,138654155
360,137,139,2,133.83,267.66,2021-08-30 14:01:16,2021-08-31 00:33:56,Converted,138650028
362,138,10,1,1211.32,1211.32,2021-04-08 19:50:21,2021-04-09 10:34:47,Active,151070683
363,138,79,1,41.54,41.54,2021-04-08 16:21:39,2021-04-08 16:22:23,Active,151083205
364,138,139,1,133.83,133.83,2021-04-08 03:30:16,2021-04-09 05:06:17,Deleted,151129488
365,139,41,2,199.76,399.52,2025-07-03 12:28:18,2025-07-05 10:20:19,Converted,17436406
368,141,356,1,390.7,390.7,2023-05-10 16:57:12,2023-05-10 18:28:56,Abandoned,85244272
369,142,97,3,122.94,368.82,2023-04-30 19:27:51,2023-05-01 16:34:37,Active,86099233
370,142,298,1,1007.9,1007.9,2023-04-30 01:09:40,2023-05-01 14:29:16,Active,86165124
371,142,465,1,119.4,119.4,2023-05-01 23:45:18,2023-05-01 23:59:54,Abandoned,85997386
372,142,353,2,172.46,344.92,2023-04-30 20:18:23,2023-05-01 02:42:52,Abandoned,86096201
373,143,51,2,188.65,377.3,2023-09-06 14:39:02,2023-09-06 14:39:41,Converted,74970962
374,143,277,1,39.31,39.31,2023-09-06 13:05:29,2023-09-06 13:41:41,Converted,74976575
375,144,153,1,432.84,432.84,2024-05-21 22:31:59,2024-05-25 01:05:37,Deleted,52651385
376,145,470,3,695.16,2085.48,2019-08-05 16:10:50,2019-08-05 18:54:33,Abandoned,203960654
379,145,317,1,175.41,175.41,2019-08-05 19:24:53,2019-08-05 19:27:39,Abandoned,203949011
380,146,94,3,411.63,1234.89,2025-02-22 16:47:09,2025-02-22 17:17:06,Abandoned,28739275
381,146,371,3,345.81,1037.43,2025-02-22 17:00:36,2025-02-22 17:34:42,Abandoned,28738468
382,146,293,2,116.69,233.38,2025-02-22 16:24:07,2025-02-22 17:08:14,Active,28740657
383,147,480,4,53.57,214.28,2019-01-27 03:30:31,2019-01-27 04:54:36,Active,220422273
385,148,23,2,152.89,305.78,2024-02-02 12:44:44,2024-02-03 15:32:40,Deleted,62104220
386,148,181,2,28.97,57.94,2024-01-31 23:31:40,2024-02-08 02:39:44,Deleted,62238204
388,149,352,3,78.1,234.3,2024-02-19 22:17:54,2024-02-20 03:52:31,Abandoned,60601030
389,150,120,2,98.3,196.6,2023-05-21 06:16:52,2023-05-21 07:15:01,Abandoned,84332292
391,150,387,2,65.89,131.78,2023-05-21 00:37:33,2023-05-21 00:46:04,Active,84352651
393,152,52,2,105.12,210.24,2024-08-21 07:41:50,2024-08-21 08:20:23,Converted,44755994
394,153,277,1,39.31,39.31,2021-12-15 13:30:57,2021-12-15 13:30:57,Abandoned,129407047
395,153,38,1,153.42,153.42,2021-12-15 13:30:57,2021-12-15 13:30:57,Abandoned,129407047
396,153,254,1,395.44,395.44,2021-12-15 13:30:57,2021-12-15 13:30:57,Abandoned,129407047
397,153,378,6,100.56,603.36,2021-12-15 13:30:57,2021-12-15 13:30:57,Active,129407047
398,154,349,1,635.35,635.35,2024-09-11 21:48:31,2024-09-11 21:53:40,Active,42890793
399,154,214,1,316.55,316.55,2024-09-11 21:49:02,2024-09-11 22:14:20,Active,42890762
400,154,301,5,27.18,135.9,2024-09-11 21:34:04,2024-09-11 21:42:09,Abandoned,42891660
404,155,449,4,274.42,1097.68,2023-01-20 01:46:08,2023-01-21 20:42:24,Active,94802936
405,156,60,1,125.84,125.84,2024-09-15 16:35:57,2024-09-17 03:51:47,Active,42563947
406,157,216,1,142.37,142.37,2023-05-29 13:08:29,2023-05-29 13:26:44,Abandoned,83616395
407,157,161,1,828.82,828.82,2023-05-29 13:01:02,2023-05-29 13:07:44,Abandoned,83616842
408,157,36,1,1213.75,1213.75,2023-05-29 12:38:07,2023-05-29 13:24:00,Abandoned,83618217
410,158,187,1,69.09,69.09,2022-05-19 18:48:58,2022-05-21 13:53:37,Active,115995966
412,158,446,1,386.34,386.34,2022-05-23 04:47:36,2022-05-23 06:01:58,Active,115700848
413,159,390,2,98.86,197.72,2023-02-12 17:05:13,2023-02-12 17:05:13,Abandoned,92760591
414,160,453,3,488.68,1466.04,2019-08-22 06:31:28,2019-08-25 19:05:28,Deleted,202526616
415,160,257,2,298.33,596.66,2019-08-09 01:54:09,2019-08-25 03:20:02,Deleted,203666455
416,160,79,4,41.54,166.16,2019-08-14 06:26:16,2019-08-23 02:43:10,Deleted,203218128
418,161,211,1,85.31,85.31,2025-09-05 16:46:43,2025-09-05 18:40:29,Converted,11891301
419,161,6,1,119.78,119.78,2025-09-05 16:55:30,2025-09-05 17:14:25,Converted,11890774
420,162,234,1,85.72,85.72,2025-01-26 20:42:06,2025-01-27 01:05:56,Active,31057978
421,162,484,2,62.52,125.04,2025-01-26 22:11:17,2025-01-27 02:43:58,Active,31052627
422,163,241,2,280.56,561.12,2025-12-09 15:15:17,2025-12-09 17:41:29,Abandoned,3688787
423,163,348,6,502.14,3012.84,2025-12-09 14:42:04,2025-12-09 20:25:43,Active,3690780
424,163,301,3,27.18,81.54,2025-12-09 16:41:04,2025-12-09 16:42:42,Abandoned,3683640
425,164,359,2,1029.18,2058.36,2024-03-07 13:59:03,2024-03-07 16:16:35,Deleted,59162161
426,164,320,1,109.75,109.75,2024-03-04 02:15:39,2024-03-06 15:53:56,Active,59463565
427,165,72,1,462.01,462.01,2023-03-24 14:52:29,2023-03-25 05:38:07,Converted,89312555
428,166,404,5,92.6,463.0,2022-11-08 23:00:25,2022-11-09 00:01:32,Abandoned,101033679
429,166,176,1,318.15,318.15,2022-11-08 23:15:37,2022-11-09 00:10:34,Abandoned,101032767
430,167,116,1,465.99,465.99,2025-12-05 11:01:01,2025-12-05 14:32:54,Active,4049643
431,167,217,3,1017.69,3053.07,2025-12-05 07:42:37,2025-12-05 14:44:10,Active,4061547
432,167,424,2,26.23,52.46,2025-12-05 14:35:18,2025-12-05 16:31:03,Abandoned,4036786
433,168,486,1,415.81,415.81,2019-10-03 10:19:22,2019-10-03 10:55:04,Active,198884142
434,168,256,2,473.23,946.46,2019-10-03 04:09:32,2019-10-03 04:57:43,Abandoned,198906332
435,168,280,2,941.58,1883.16,2019-10-03 00:22:50,2019-10-03 00:45:28,Abandoned,198919934
436,168,268,1,254.98,254.98,2019-10-03 05:33:08,2019-10-03 06:12:41,Abandoned,198901316
437,168,420,1,348.82,348.82,2019-10-03 08:56:22,2019-10-03 10:43:10,Abandoned,198889122
439,169,422,2,771.74,1543.48,2018-03-08 06:15:18,2018-03-11 01:05:09,Active,248492386
440,170,220,3,269.37,808.11,2021-08-21 02:30:56,2021-08-21 03:09:41,Converted,139469048
441,170,300,1,281.9,281.9,2021-08-21 02:48:11,2021-08-21 03:06:50,Converted,139468013
442,171,271,2,119.77,239.54,2025-03-27 10:31:23,2025-03-27 10:33:03,Abandoned,25910621
443,171,325,1,140.49,140.49,2025-03-27 10:11:55,2025-03-27 10:26:08,Active,25911789
444,171,471,1,403.72,403.72,2025-03-27 09:59:29,2025-03-27 10:27:22,Abandoned,25912535
445,171,209,2,119.56,239.12,2025-03-27 09:44:25,2025-03-27 10:14:03,Abandoned,25913439
446,172,152,2,78.76,157.52,2024-05-29 08:23:39,2024-05-30 01:11:00,Active,52011085
447,173,321,2,74.05,148.1,2024-12-26 13:04:54,2024-12-26 17:33:01,Converted,33763810
448,174,477,4,75.86,303.44,2023-06-28 07:05:49,2023-06-28 18:17:33,Converted,81046155
449,174,243,4,555.05,2220.2,2023-06-28 06:11:00,2023-06-28 13:10:42,Converted,81049444
450,174,439,1,248.98,248.98,2023-06-29 09:09:02,2023-06-29 09:55:16,Converted,80952362
451,174,395,1,355.98,355.98,2023-06-29 13:43:59,2023-06-29 13:52:25,Converted,80935865
452,175,494,1,91.91,91.91,2025-09-13 02:08:45,2025-09-13 02:50:03,Active,11252779
453,175,243,1,555.05,555.05,2025-09-13 00:27:50,2025-09-13 01:13:27,Active,11258834
454,175,33,2,62.37,124.74,2025-09-13 01:19:53,2025-09-13 03:25:41,Abandoned,11255711
455,176,323,2,283.09,566.18,2021-01-01 02:02:37,2021-01-01 06:54:20,Active,159515547
456,176,250,2,895.53,1791.06,2020-12-31 20:53:18,2020-12-31 23:29:53,Active,159534106
457,177,237,2,204.25,408.5,2025-09-06 03:49:52,2025-09-06 04:16:14,Abandoned,11851512
459,177,258,2,477.87,955.74,2025-09-06 04:06:04,2025-09-06 04:18:17,Abandoned,11850540
460,177,200,1,899.94,899.94,2025-09-06 03:29:03,2025-09-06 04:28:03,Abandoned,11852761
462,178,295,2,238.26,476.52,2025-09-30 21:17:53,2025-09-30 21:17:53,Abandoned,9715031
463,178,485,2,493.06,986.12,2025-09-30 21:17:53,2025-09-30 21:17:53,Abandoned,9715031
465,179,312,1,101.5,101.5,2024-06-08 16:55:23,2024-06-08 16:55:23,Abandoned,51116381
466,179,21,1,389.41,389.41,2024-06-08 16:55:23,2024-06-08 16:55:23,Abandoned,51116381
469,181,441,1,54.28,54.28,2022-01-10 06:06:28,2022-01-14 00:23:45,Abandoned,127187316
470,181,418,1,67.05,67.05,2022-01-12 06:05:43,2022-01-14 20:24:24,Active,127014561
472,181,280,2,941.58,1883.16,2022-01-10 00:19:46,2022-01-11 16:28:58,Active,127208118
473,181,147,1,64.35,64.35,2022-01-12 20:32:59,2022-01-13 09:07:53,Active,126962525
475,183,88,6,299.08,1794.48,2023-08-14 20:40:54,2023-08-14 21:30:46,Active,76936450
477,183,1,4,254.58,1018.32,2023-08-14 19:24:00,2023-08-14 21:24:25,Abandoned,76941064
478,184,289,1,66.35,66.35,2025-04-29 08:20:42,2025-04-29 08:34:15,Abandoned,23067262
479,185,109,5,134.59,672.95,2025-01-29 21:57:23,2025-01-30 04:35:44,Converted,30794261
480,185,392,1,598.09,598.09,2025-01-30 10:43:16,2025-01-30 11:56:55,Converted,30748308
481,186,366,2,84.07,168.14,2023-03-04 19:16:36,2023-03-04 19:16:36,Active,91024708
482,186,249,1,144.56,144.56,2023-03-04 19:16:36,2023-03-04 19:16:36,Active,91024708
483,186,149,2,78.07,156.14,2023-03-04 19:16:36,2023-03-04 19:16:36,Abandoned,91024708
488,188,168,2,352.24,704.48,2020-09-26 23:56:24,2020-10-19 18:30:59,Deleted,167817520
489,189,107,3,84.07,252.21,2024-12-08 06:13:17,2024-12-08 08:34:55,Converted,35343707
490,189,433,1,210.06,210.06,2024-12-06 00:48:47,2024-12-08 00:05:59,Converted,35535977
491,190,318,2,568.37,1136.74,2024-03-28 01:14:08,2024-03-29 01:09:09,Converted,57393656
492,190,254,3,395.44,1186.32,2024-03-28 00:49:19,2024-03-28 12:57:20,Converted,57395145
493,191,251,1,393.53,393.53,2025-11-04 16:49:20,2025-11-05 01:26:31,Converted,6707144
494,191,244,2,738.47,1476.94,2025-11-05 00:38:01,2025-11-05 01:36:06,Converted,6679023
495,191,10,2,1211.32,2422.64,2025-11-05 00:05:13,2025-11-05 01:23:42,Converted,6680991
496,192,431,3,357.76,1073.28,2025-07-19 09:55:29,2025-07-25 21:32:33,Deleted,16063175
497,192,449,4,274.42,1097.68,2025-07-19 05:16:56,2025-07-19 10:42:32,Deleted,16079888
498,192,128,1,147.29,147.29,2025-07-18 21:10:46,2025-07-22 03:39:23,Deleted,16109058
499,193,85,1,191.07,191.07,2025-05-13 21:47:37,2025-05-14 01:45:40,Abandoned,21809247
500,193,240,1,258.9,258.9,2025-05-10 23:21:34,2025-05-12 13:47:27,Active,22062810
501,193,318,4,568.37,2273.48,2025-05-11 19:42:02,2025-05-11 20:29:54,Active,21989582
503,194,251,2,393.53,787.06,2022-08-01 01:31:06,2022-08-01 04:34:58,Converted,109664638
504,194,393,2,254.29,508.58,2022-08-01 04:18:04,2022-08-01 04:30:24,Converted,109654620
505,195,90,2,64.18,128.36,2018-11-12 21:25:15,2018-11-12 21:54:55,Abandoned,226924189
506,195,396,2,81.59,163.18,2018-11-12 22:14:40,2018-11-12 22:18:33,Active,226921224
507,195,185,1,1113.03,1113.03,2018-11-12 18:14:51,2018-11-12 18:57:48,Abandoned,226935613
508,195,107,1,84.07,84.07,2018-11-12 16:19:17,2018-11-12 20:58:45,Active,226942547
509,195,434,2,521.01,1042.02,2018-11-12 20:09:11,2018-11-12 20:49:56,Abandoned,226928753
510,196,440,1,216.11,216.11,2025-01-28 20:46:03,2025-01-28 20:54:03,Converted,30884941
511,196,389,1,327.83,327.83,2025-01-29 08:19:04,2025-01-30 18:45:51,Converted,30843360
513,196,30,1,386.41,386.41,2025-01-30 05:29:47,2025-01-30 06:14:46,Converted,30767117
514,196,449,3,274.42,823.26,2025-01-28 20:48:37,2025-01-30 02:17:47,Converted,30884787
515,197,198,2,275.96,551.92,2023-10-29 05:23:29,2023-10-29 06:50:09,Converted,70425095
516,197,29,1,129.61,129.61,2023-10-26 13:17:37,2023-10-27 18:22:27,Converted,70655847
517,198,343,1,105.52,105.52,2025-05-21 20:20:19,2025-05-21 21:58:47,Abandoned,21123285
518,199,473,2,309.25,618.5,2025-01-21 23:18:05,2025-01-22 05:33:43,Active,31480619
519,199,263,1,971.86,971.86,2025-01-20 16:07:38,2025-01-20 22:55:57,Active,31592846
520,199,293,4,116.69,466.76,2025-01-22 06:09:15,2025-01-22 19:04:18,Active,31455949
522,200,310,1,673.43,673.43,2022-03-11 12:05:09,2022-03-11 15:50:27,Deleted,121981795
523,200,417,6,33.26,199.56,2022-03-12 10:32:07,2022-03-12 12:48:34,Deleted,121900977
524,200,86,3,117.94,353.82,2022-03-11 20:42:29,2022-03-11 20:51:05,Deleted,121950755
526,201,179,1,235.24,235.24,2025-10-16 07:56:15,2025-10-16 08:02:51,Abandoned,8380729
527,202,101,2,153.81,307.62,2023-12-16 20:16:20,2023-12-17 18:26:08,Active,66224324
528,203,159,5,25.78,128.9,2021-08-30 13:57:15,2021-08-30 22:11:24,Active,138650269
529,203,284,1,304.44,304.44,2021-08-30 05:43:05,2021-08-31 11:16:52,Active,138679919
530,203,499,2,114.7,229.4,2021-09-01 00:41:20,2021-09-01 07:09:43,Active,138525224
531,204,471,2,403.72,807.44,2018-03-07 07:41:39,2018-03-07 08:06:47,Active,248573605
532,204,91,3,59.47,178.41,2018-03-05 06:30:18,2018-03-05 14:08:15,Active,248750686
533,204,233,1,45.4,45.4,2018-03-05 16:43:44,2018-03-06 09:04:04,Active,248713880
534,205,78,1,88.98,88.98,2022-12-03 23:58:14,2022-12-04 00:01:48,Converted,98870210
536,205,323,1,283.09,283.09,2022-12-03 22:01:32,2022-12-03 22:29:27,Converted,98877212
537,205,211,4,85.31,341.24,2022-12-03 19:13:13,2022-12-03 20:44:47,Converted,98887311
538,205,261,3,246.89,740.67,2022-12-03 18:25:13,2022-12-03 22:49:54,Converted,98890191
540,206,176,1,318.15,318.15,2025-04-08 06:23:12,2025-04-08 06:34:03,Abandoned,24888712
541,207,40,2,28.74,57.48,2023-12-19 09:02:45,2023-12-20 12:24:17,Active,66005539
543,207,143,4,618.02,2472.08,2023-12-20 10:41:56,2023-12-20 11:04:37,Active,65913188
544,208,318,2,568.37,1136.74,2025-03-05 20:48:14,2025-03-06 00:10:57,Abandoned,27774410
545,209,197,2,36.29,72.58,2022-05-11 19:35:41,2022-05-11 19:36:38,Active,116684363
546,209,443,2,1258.34,2516.68,2022-05-07 02:09:28,2022-05-11 16:35:05,Deleted,117092736
548,209,52,1,105.12,105.12,2022-05-10 17:13:23,2022-05-11 08:53:33,Active,116779301
549,209,303,5,67.5,337.5,2022-05-10 01:11:29,2022-05-11 08:30:54,Abandoned,116837015
550,210,4,1,147.53,147.53,2020-09-23 05:55:59,2020-09-23 07:48:00,Converted,168141545
552,211,108,2,247.37,494.74,2019-04-08 20:32:45,2019-04-08 23:07:27,Abandoned,214226539
553,211,352,5,78.1,390.5,2019-04-08 22:40:10,2019-04-08 23:22:23,Abandoned,214218894
554,211,360,1,88.96,88.96,2019-04-08 21:35:26,2019-04-08 21:55:03,Abandoned,214222778
555,211,411,1,84.88,84.88,2019-04-08 23:10:06,2019-04-09 00:08:41,Abandoned,214217098
556,211,171,1,263.42,263.42,2019-04-08 22:27:45,2019-04-08 23:56:18,Abandoned,214219639
557,212,201,1,368.57,368.57,2022-11-03 19:20:32,2022-11-06 13:31:11,Deleted,101478872
558,212,477,1,75.86,75.86,2022-11-12 03:39:56,2022-11-13 11:46:48,Deleted,100757708
559,212,60,2,125.84,251.68,2022-11-10 06:16:35,2022-11-11 13:27:07,Deleted,100921109
560,213,443,1,1258.34,1258.34,2022-07-05 14:45:41,2022-07-06 08:11:28,Converted,111949763
561,214,21,4,389.41,1557.64,2015-05-22 10:39:03,2015-05-22 18:41:45,Active,336690961
562,214,28,2,298.62,597.24,2015-05-22 05:06:08,2015-05-22 13:05:20,Active,336710936
563,214,60,1,125.84,125.84,2015-05-22 20:39:42,2015-05-22 22:02:23,Deleted,336654922
564,215,419,3,45.56,136.68,2025-02-28 23:11:39,2025-03-01 04:01:54,Active,28197805
565,216,79,2,41.54,83.08,2023-10-24 12:37:57,2023-10-24 12:48:50,Abandoned,70831027
570,218,189,1,342.29,342.29,2025-01-11 08:20:08,2025-01-11 08:36:43,Abandoned,32398496
571,219,219,2,183.66,367.32,2019-10-02 11:23:19,2019-10-02 11:33:34,Deleted,198966705
573,219,141,4,632.42,2529.68,2019-10-01 21:24:03,2019-10-02 04:02:44,Deleted,199017061
574,219,41,1,199.76,199.76,2019-10-01 19:36:58,2019-10-02 06:21:46,Deleted,199023486
575,220,239,2,491.36,982.72,2025-06-15 14:26:41,2025-06-15 22:22:01,Active,18984503
577,220,470,3,695.16,2085.48,2025-06-15 02:14:07,2025-06-16 03:16:56,Active,19028457
578,220,301,2,27.18,54.36,2025-06-15 19:31:09,2025-06-16 23:29:42,Active,18966235
579,221,130,1,745.47,745.47,2021-05-15 02:39:47,2021-05-15 22:49:26,Active,147935717
580,221,441,3,54.28,162.84,2021-05-14 18:20:33,2021-05-15 07:46:07,Active,147965671
581,221,411,1,84.88,84.88,2021-05-15 22:09:30,2021-05-15 22:16:39,Abandoned,147865534
584,222,443,1,1258.34,1258.34,2024-07-04 13:36:26,2024-07-04 14:08:06,Abandoned,48881918
585,223,251,1,393.53,393.53,2021-08-21 05:22:41,2021-08-21 10:55:44,Active,139458743
586,224,75,2,254.98,509.96,2022-07-12 15:49:08,2022-07-13 16:50:14,Converted,111341156
587,224,191,2,727.94,1455.88,2022-07-13 11:42:25,2022-07-13 20:29:46,Converted,111269559
588,225,400,1,94.03,94.03,2021-10-28 13:33:23,2021-10-28 20:51:54,Abandoned,133554101
589,225,254,2,395.44,790.88,2021-10-28 15:33:15,2021-10-28 21:07:44,Abandoned,133546909
590,225,92,4,476.17,1904.68,2021-10-28 20:51:57,2021-10-28 22:03:24,Abandoned,133527787
593,226,8,1,870.7,870.7,2022-09-16 06:36:50,2022-09-22 00:55:00,Deleted,105671894
594,226,298,1,1007.9,1007.9,2022-09-03 23:11:34,2022-09-09 10:33:47,Deleted,106735410
598,227,411,1,84.88,84.88,2023-04-16 21:28:55,2023-04-17 04:49:44,Converted,87301569
599,228,272,2,133.08,266.16,2024-10-04 22:36:46,2024-10-05 02:24:11,Converted,40900698
600,228,321,2,74.05,148.1,2024-10-04 23:18:14,2024-10-05 04:38:48,Converted,40898210
601,228,395,2,355.98,711.96,2024-10-04 13:45:36,2024-10-05 06:11:55,Converted,40932568
602,228,53,2,972.57,1945.14,2024-10-04 21:55:44,2024-10-05 06:15:43,Converted,40903160
603,229,390,1,98.86,98.86,2025-12-05 13:44:05,2025-12-05 21:47:20,Converted,4039859
604,229,103,2,408.53,817.06,2025-12-03 15:17:51,2025-12-05 06:32:40,Converted,4207033
605,229,460,5,265.23,1326.15,2025-12-03 16:14:19,2025-12-05 11:43:54,Converted,4203645
606,230,289,1,66.35,66.35,2017-04-18 01:53:23,2017-04-19 00:39:32,Active,276501701
607,230,99,3,932.42,2797.26,2017-04-19 03:08:29,2017-04-20 17:10:30,Abandoned,276410795
608,230,427,1,137.59,137.59,2017-04-19 15:38:40,2017-04-20 01:17:44,Active,276365784
609,230,492,3,136.92,410.76,2017-04-18 09:11:34,2017-04-20 17:29:23,Active,276475410
610,231,381,1,453.14,453.14,2022-03-06 18:49:09,2022-03-06 23:09:27,Abandoned,122389555
612,231,292,2,66.9,133.8,2022-03-06 20:53:31,2022-03-06 23:05:41,Abandoned,122382093
613,232,41,5,199.76,998.8,2019-06-29 20:53:25,2019-06-30 02:28:31,Converted,207140499
614,232,223,1,282.68,282.68,2019-06-30 03:19:48,2019-06-30 03:37:09,Converted,207117316
615,233,244,3,738.47,2215.41,2025-07-15 15:35:18,2025-07-15 15:50:58,Active,16388386
616,234,217,1,1017.69,1017.69,2021-11-22 06:46:28,2021-11-22 07:31:42,Abandoned,131418516
617,235,249,1,144.56,144.56,2025-04-20 23:24:29,2025-04-21 00:58:02,Active,23790635
619,236,419,2,45.56,91.12,2024-11-05 02:13:27,2024-11-05 03:03:23,Active,38209297
620,237,307,2,126.97,253.94,2020-12-05 07:58:07,2020-12-05 09:21:17,Active,161827017
621,237,158,2,207.38,414.76,2020-12-04 13:38:58,2020-12-05 11:17:12,Abandoned,161892966
622,237,61,1,57.63,57.63,2020-12-02 16:00:53,2020-12-03 04:17:22,Active,162057251
623,238,387,1,65.89,65.89,2024-05-12 12:45:27,2024-05-12 20:32:23,Active,53464177
624,239,298,2,1007.9,2015.8,2025-09-25 07:18:44,2025-09-25 11:54:19,Abandoned,10197380
625,239,422,1,771.74,771.74,2025-09-25 11:33:15,2025-09-25 11:48:17,Abandoned,10182109
626,240,403,1,415.53,415.53,2025-12-01 08:56:19,2025-12-04 00:12:01,Abandoned,4402725
627,240,140,2,1099.8,2199.6,2025-12-02 03:22:19,2025-12-03 09:38:53,Active,4336365
628,241,399,1,537.25,537.25,2024-10-02 14:53:17,2024-10-03 23:11:06,Converted,41101307
629,241,252,1,323.84,323.84,2024-10-03 12:08:41,2024-10-03 18:17:34,Converted,41024783
630,242,433,5,210.06,1050.3,2023-11-06 18:43:54,2023-11-06 19:09:47,Abandoned,69685870
631,242,217,2,1017.69,2035.38,2023-11-06 15:48:53,2023-11-06 16:02:32,Abandoned,69696371
632,242,272,2,133.08,266.16,2023-11-06 17:15:14,2023-11-06 19:17:45,Abandoned,69691190
634,243,428,2,379.16,758.32,2024-08-12 21:33:08,2024-08-12 22:50:02,Converted,45483716
635,243,311,1,104.55,104.55,2024-08-11 15:40:54,2024-08-12 14:42:25,Converted,45591250
636,243,226,2,621.86,1243.72,2024-08-13 02:12:46,2024-08-13 02:36:36,Converted,45466938
640,245,45,2,217.29,434.58,2025-08-06 19:56:21,2025-08-06 19:59:02,Converted,14471923
641,245,58,5,68.4,342.0,2025-08-06 23:09:05,2025-08-07 00:25:39,Converted,14460359
642,245,157,6,278.27,1669.62,2025-08-06 23:21:20,2025-08-06 23:29:48,Converted,14459624
644,246,161,1,828.82,828.82,2025-07-19 04:01:48,2025-07-19 16:00:08,Converted,16084396
645,246,210,1,177.18,177.18,2025-07-19 01:23:50,2025-07-19 17:16:39,Converted,16093874
647,246,9,3,564.82,1694.46,2025-07-20 06:22:09,2025-07-20 08:27:20,Converted,15989575
648,246,478,2,215.05,430.1,2025-07-17 23:12:24,2025-07-19 08:51:20,Converted,16188160
650,247,407,1,261.02,261.02,2024-10-06 10:06:11,2024-10-06 13:50:25,Converted,40772933
651,248,498,2,534.57,1069.14,2025-03-31 06:00:57,2025-03-31 07:01:30,Abandoned,25581247
654,249,381,1,453.14,453.14,2025-12-22 09:41:15,2025-12-22 09:54:46,Abandoned,2585629
655,249,369,2,150.89,301.78,2025-12-22 00:05:28,2025-12-22 03:37:50,Abandoned,2620176
656,249,463,4,43.99,175.96,2025-12-22 01:25:03,2025-12-22 05:26:05,Abandoned,2615401
657,249,38,1,153.42,153.42,2025-12-22 03:45:48,2025-12-22 06:45:27,Abandoned,2606956
658,250,301,2,27.18,54.36,2023-05-07 06:40:01,2023-05-07 07:00:07,Abandoned,85540503
659,250,21,1,389.41,389.41,2023-05-07 05:56:09,2023-05-07 06:32:50,Active,85543135
660,251,30,1,386.41,386.41,2025-09-01 21:41:13,2025-09-07 08:50:53,Deleted,12219231
661,252,36,2,1213.75,2427.5,2025-01-11 06:34:24,2025-01-11 06:45:19,Abandoned,32404840
662,252,23,1,152.89,152.89,2025-01-11 05:18:52,2025-01-11 06:16:33,Abandoned,32409372
663,253,147,4,64.35,257.4,2024-05-12 00:51:49,2024-05-12 01:02:05,Active,53506995
664,254,489,2,150.92,301.84,2020-03-17 19:29:56,2020-03-20 10:37:45,Active,184508708
665,254,213,1,49.47,49.47,2020-03-19 07:16:24,2020-03-19 22:44:46,Deleted,184379920
666,254,294,3,762.16,2286.48,2020-03-19 05:25:17,2020-03-19 10:08:36,Deleted,184386587
667,254,313,1,1217.0,1217.0,2020-03-18 07:06:17,2020-03-20 11:49:16,Active,184466927
668,254,414,1,340.19,340.19,2020-03-18 11:17:09,2020-03-19 01:43:30,Active,184451875
669,255,478,2,215.05,430.1,2025-10-16 16:55:33,2025-10-16 19:20:27,Abandoned,8348371
670,255,181,4,28.97,115.88,2025-10-16 18:49:45,2025-10-16 19:31:48,Abandoned,8341519
671,255,258,1,477.87,477.87,2025-10-16 16:58:04,2025-10-16 18:47:56,Abandoned,8348220
